Account_date,forecast,wh_name,wh_code,sku_code,sku_name,forecast_old
2020-03-23,2.0,杭州配送中心,001,11900,美国爱妃苹果礼盒,1.0
2020-03-24,2.0,杭州配送中心,001,11900,美国爱妃苹果礼盒,0.0
2020-03-25,2.0,杭州配送中心,001,11900,美国爱妃苹果礼盒,0.0
2020-03-19,280.0,杭州配送中心,001,12010,广东甘蔗,124.0
2020-03-20,330.0,杭州配送中心,001,12010,广东甘蔗,138.0
2020-03-21,298.0,杭州配送中心,001,12010,广东甘蔗,33.0
2020-03-22,351.0,杭州配送中心,001,12010,广东甘蔗,224.0
2020-03-23,222.0,杭州配送中心,001,12010,广东甘蔗,98.0
2020-03-24,299.0,杭州配送中心,001,12010,广东甘蔗,0.0
2020-03-25,273.0,杭州配送中心,001,12010,广东甘蔗,0.0
2020-03-19,94.0,杭州配送中心,001,12030,山楂,24.0
2020-03-20,103.0,杭州配送中心,001,12030,山楂,23.0
2020-03-21,105.0,杭州配送中心,001,12030,山楂,13.0
2020-03-22,105.0,杭州配送中心,001,12030,山楂,40.0
2020-03-23,89.0,杭州配送中心,001,12030,山楂,32.0
2020-03-24,103.0,杭州配送中心,001,12030,山楂,0.0
2020-03-25,94.0,杭州配送中心,001,12030,山楂,0.0
2020-03-19,1819.0,杭州配送中心,001,12050,小黄瓜,1402.0
2020-03-20,1840.0,杭州配送中心,001,12050,小黄瓜,1363.0
2020-03-21,1858.0,杭州配送中心,001,12050,小黄瓜,1504.0
2020-03-22,1818.0,杭州配送中心,001,12050,小黄瓜,1311.0
2020-03-23,1768.0,杭州配送中心,001,12050,小黄瓜,1369.0
2020-03-24,1783.0,杭州配送中心,001,12050,小黄瓜,0.0
2020-03-25,1812.0,杭州配送中心,001,12050,小黄瓜,0.0
2020-03-19,5021.0,杭州配送中心,001,12070,千禧小番茄,382.0
2020-03-20,5422.0,杭州配送中心,001,12070,千禧小番茄,269.0
2020-03-21,5649.0,杭州配送中心,001,12070,千禧小番茄,329.0
2020-03-22,5229.0,杭州配送中心,001,12070,千禧小番茄,191.0
2020-03-23,5354.0,杭州配送中心,001,12070,千禧小番茄,496.0
2020-03-24,5360.0,杭州配送中心,001,12070,千禧小番茄,0.0
2020-03-25,4872.0,杭州配送中心,001,12070,千禧小番茄,0.0
2020-03-19,516.0,杭州配送中心,001,12130,原种红玉木瓜,217.0
2020-03-20,523.0,杭州配送中心,001,12130,原种红玉木瓜,116.0
2020-03-21,544.0,杭州配送中心,001,12130,原种红玉木瓜,178.0
2020-03-22,511.0,杭州配送中心,001,12130,原种红玉木瓜,205.0
2020-03-23,498.0,杭州配送中心,001,12130,原种红玉木瓜,193.0
2020-03-24,509.0,杭州配送中心,001,12130,原种红玉木瓜,0.0
2020-03-25,509.0,杭州配送中心,001,12130,原种红玉木瓜,0.0
2020-03-19,299.0,杭州配送中心,001,12140,欢乐柠檬,26.0
2020-03-20,210.0,杭州配送中心,001,12140,欢乐柠檬,54.0
2020-03-21,217.0,杭州配送中心,001,12140,欢乐柠檬,34.0
2020-03-22,280.0,杭州配送中心,001,12140,欢乐柠檬,239.0
2020-03-23,324.0,杭州配送中心,001,12140,欢乐柠檬,182.0
