,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate
240,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只']",69.2,"[5.8074074074074105, 6.6000000000000005, 16.200000000000003, 14.0]",42.607407407407415,"[9.8, 10.8, 25.8, 22.8]","[1, 1, 1, 1]"
241,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '凯特芒芒果-1只700-800g', '鲜丰玉麒麟西瓜-半只约4-5斤']",79.2,"[5.8074074074074105, 6.6000000000000005, 16.200000000000003, 17.799999999999997]",46.40740740740741,"[9.8, 10.8, 25.8, 32.8]","[1, 1, 1, 1]"
242,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '凯特芒芒果-1只700-800g', '新疆蜜瓜-半只3-3.5斤']",75.2,"[5.8074074074074105, 6.6000000000000005, 16.200000000000003, 18.3]",46.90740740740742,"[9.8, 10.8, 25.8, 28.8]","[1, 1, 1, 1]"
243,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '凯特芒芒果-1只700-800g', '【进口】菲律宾凤梨-1.8-1.9kg/只']",85.2,"[5.8074074074074105, 6.6000000000000005, 16.200000000000003, 19.799999999999997]",48.40740740740741,"[9.8, 10.8, 25.8, 38.8]","[1, 1, 1, 1]"
244,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",76.2,"[5.8074074074074105, 6.6000000000000005, 14.0, 17.799999999999997]",44.20740740740741,"[9.8, 10.8, 22.8, 32.8]","[1, 1, 1, 1]"
246,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '红心猕猴桃-1盒5只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",82.2,"[5.8074074074074105, 6.6000000000000005, 14.0, 19.799999999999997]",46.20740740740741,"[9.8, 10.8, 22.8, 38.8]","[1, 1, 1, 1]"
248,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '鲜丰玉麒麟西瓜-半只约4-5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",92.19999999999999,"[5.8074074074074105, 6.6000000000000005, 17.799999999999997, 19.799999999999997]",50.007407407407406,"[9.8, 10.8, 32.8, 38.8]","[1, 1, 1, 1]"
249,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '新疆蜜瓜-半只3-3.5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",88.2,"[5.8074074074074105, 6.6000000000000005, 18.3, 19.799999999999997]",50.50740740740741,"[9.8, 10.8, 28.8, 38.8]","[1, 1, 1, 1]"
253,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只']",57.2,"[5.8074074074074105, 6.700000000000001, 7.300000000000001, 14.0]",33.80740740740741,"[9.8, 11.8, 12.8, 22.8]","[1, 1, 1, 1]"
257,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '【进口】越南白火龙果-450-500g/只', '樱桃小番茄-约500g/盒']",47.2,"[5.8074074074074105, 6.700000000000001, 6.44, 7.800000000000001]",26.74740740740741,"[9.8, 11.8, 12.8, 12.8]","[1, 1, 1, 1]"
258,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '【进口】越南白火龙果-450-500g/只', '凯特芒芒果-1只700-800g']",60.2,"[5.8074074074074105, 6.700000000000001, 6.44, 16.200000000000003]",35.147407407407414,"[9.8, 11.8, 12.8, 25.8]","[1, 1, 1, 1]"
260,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '【进口】越南白火龙果-450-500g/只', '鲜丰玉麒麟西瓜-半只约4-5斤']",67.2,"[5.8074074074074105, 6.700000000000001, 6.44, 17.799999999999997]",36.74740740740741,"[9.8, 11.8, 12.8, 32.8]","[1, 1, 1, 1]"
261,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '【进口】越南白火龙果-450-500g/只', '新疆蜜瓜-半只3-3.5斤']",63.2,"[5.8074074074074105, 6.700000000000001, 6.44, 18.3]",37.24740740740741,"[9.8, 11.8, 12.8, 28.8]","[1, 1, 1, 1]"
262,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '【进口】越南白火龙果-450-500g/只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",73.2,"[5.8074074074074105, 6.700000000000001, 6.44, 19.799999999999997]",38.74740740740741,"[9.8, 11.8, 12.8, 38.8]","[1, 1, 1, 1]"
268,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只']",70.2,"[5.8074074074074105, 6.700000000000001, 16.200000000000003, 14.0]",42.707407407407416,"[9.8, 11.8, 25.8, 22.8]","[1, 1, 1, 1]"
269,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '凯特芒芒果-1只700-800g', '鲜丰玉麒麟西瓜-半只约4-5斤']",80.2,"[5.8074074074074105, 6.700000000000001, 16.200000000000003, 17.799999999999997]",46.50740740740741,"[9.8, 11.8, 25.8, 32.8]","[1, 1, 1, 1]"
272,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",77.2,"[5.8074074074074105, 6.700000000000001, 14.0, 17.799999999999997]",44.30740740740741,"[9.8, 11.8, 22.8, 32.8]","[1, 1, 1, 1]"
274,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '红心猕猴桃-1盒5只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",83.2,"[5.8074074074074105, 6.700000000000001, 14.0, 19.799999999999997]",46.30740740740741,"[9.8, 11.8, 22.8, 38.8]","[1, 1, 1, 1]"
276,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '鲜丰玉麒麟西瓜-半只约4-5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",93.19999999999999,"[5.8074074074074105, 6.700000000000001, 17.799999999999997, 19.799999999999997]",50.10740740740741,"[9.8, 11.8, 32.8, 38.8]","[1, 1, 1, 1]"
277,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '新疆蜜瓜-半只3-3.5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",89.2,"[5.8074074074074105, 6.700000000000001, 18.3, 19.799999999999997]",50.60740740740741,"[9.8, 11.8, 28.8, 38.8]","[1, 1, 1, 1]"
278,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '樱桃小番茄-约500g/盒']",48.2,"[5.8074074074074105, 7.300000000000001, 6.44, 7.800000000000001]",27.347407407407413,"[9.8, 12.8, 12.8, 12.8]","[1, 1, 1, 1]"
281,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '鲜丰玉麒麟西瓜-半只约4-5斤']",68.2,"[5.8074074074074105, 7.300000000000001, 6.44, 17.799999999999997]",37.34740740740741,"[9.8, 12.8, 12.8, 32.8]","[1, 1, 1, 1]"
282,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '新疆蜜瓜-半只3-3.5斤']",64.2,"[5.8074074074074105, 7.300000000000001, 6.44, 18.3]",37.84740740740742,"[9.8, 12.8, 12.8, 28.8]","[1, 1, 1, 1]"
283,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",74.2,"[5.8074074074074105, 7.300000000000001, 6.44, 19.799999999999997]",39.34740740740741,"[9.8, 12.8, 12.8, 38.8]","[1, 1, 1, 1]"
290,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '凯特芒芒果-1只700-800g', '鲜丰玉麒麟西瓜-半只约4-5斤']",81.2,"[5.8074074074074105, 7.300000000000001, 16.200000000000003, 17.799999999999997]",47.10740740740741,"[9.8, 12.8, 25.8, 32.8]","[1, 1, 1, 1]"
292,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '凯特芒芒果-1只700-800g', '【进口】菲律宾凤梨-1.8-1.9kg/只']",87.2,"[5.8074074074074105, 7.300000000000001, 16.200000000000003, 19.799999999999997]",49.10740740740741,"[9.8, 12.8, 25.8, 38.8]","[1, 1, 1, 1]"
293,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",78.2,"[5.8074074074074105, 7.300000000000001, 14.0, 17.799999999999997]",44.907407407407405,"[9.8, 12.8, 22.8, 32.8]","[1, 1, 1, 1]"
295,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",84.2,"[5.8074074074074105, 7.300000000000001, 14.0, 19.799999999999997]",46.907407407407405,"[9.8, 12.8, 22.8, 38.8]","[1, 1, 1, 1]"
297,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '鲜丰玉麒麟西瓜-半只约4-5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",94.19999999999999,"[5.8074074074074105, 7.300000000000001, 17.799999999999997, 19.799999999999997]",50.7074074074074,"[9.8, 12.8, 32.8, 38.8]","[1, 1, 1, 1]"
298,"['【进口】香蕉-500~550g/份', '云南蜜桔子-450-500g', '新疆蜜瓜-半只3-3.5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",90.2,"[5.8074074074074105, 7.300000000000001, 18.3, 19.799999999999997]",51.20740740740741,"[9.8, 12.8, 28.8, 38.8]","[1, 1, 1, 1]"
324,"['【进口】香蕉-500~550g/份', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",91.2,"[5.8074074074074105, 16.200000000000003, 14.0, 17.799999999999997]",53.80740740740741,"[9.8, 25.8, 22.8, 32.8]","[1, 1, 1, 1]"
326,"['【进口】香蕉-500~550g/份', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",97.2,"[5.8074074074074105, 16.200000000000003, 14.0, 19.799999999999997]",55.80740740740741,"[9.8, 25.8, 22.8, 38.8]","[1, 1, 1, 1]"
328,"['【进口】香蕉-500~550g/份', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤', '新疆蜜瓜-半只3-3.5斤']",94.2,"[5.8074074074074105, 14.0, 17.799999999999997, 18.3]",55.907407407407405,"[9.8, 22.8, 32.8, 28.8]","[1, 1, 1, 1]"
357,"['新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '樱桃小番茄-约500g/盒']",49.2,"[6.6000000000000005, 7.300000000000001, 6.44, 7.800000000000001]",28.140000000000004,"[10.8, 12.8, 12.8, 12.8]","[1, 1, 1, 1]"
376,"['新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '鲜丰玉麒麟西瓜-半只约4-5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",95.19999999999999,"[6.6000000000000005, 7.300000000000001, 17.799999999999997, 19.799999999999997]",51.5,"[10.8, 12.8, 32.8, 38.8]","[1, 1, 1, 1]"
403,"['新疆无籽黑提-约300g', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",92.2,"[6.6000000000000005, 16.200000000000003, 14.0, 17.799999999999997]",54.6,"[10.8, 25.8, 22.8, 32.8]","[1, 1, 1, 1]"
405,"['新疆无籽黑提-约300g', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",98.2,"[6.6000000000000005, 16.200000000000003, 14.0, 19.799999999999997]",56.6,"[10.8, 25.8, 22.8, 38.8]","[1, 1, 1, 1]"
407,"['新疆无籽黑提-约300g', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤', '新疆蜜瓜-半只3-3.5斤']",95.2,"[6.6000000000000005, 14.0, 17.799999999999997, 18.3]",56.7,"[10.8, 22.8, 32.8, 28.8]","[1, 1, 1, 1]"
425,"['泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",86.2,"[6.700000000000001, 7.300000000000001, 14.0, 19.799999999999997]",47.8,"[11.8, 12.8, 22.8, 38.8]","[1, 1, 1, 1]"
442,"['泰国桂圆-约250-300g/份', '【进口】越南白火龙果-450-500g/只', '鲜丰玉麒麟西瓜-半只约4-5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",96.19999999999999,"[6.700000000000001, 6.44, 17.799999999999997, 19.799999999999997]",50.739999999999995,"[11.8, 12.8, 32.8, 38.8]","[1, 1, 1, 1]"
454,"['泰国桂圆-约250-300g/份', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",93.2,"[6.700000000000001, 16.200000000000003, 14.0, 17.799999999999997]",54.7,"[11.8, 25.8, 22.8, 32.8]","[1, 1, 1, 1]"
457,"['泰国桂圆-约250-300g/份', '凯特芒芒果-1只700-800g', '鲜丰玉麒麟西瓜-半只约4-5斤', '新疆蜜瓜-半只3-3.5斤']",99.2,"[6.700000000000001, 16.200000000000003, 17.799999999999997, 18.3]",59.0,"[11.8, 25.8, 32.8, 28.8]","[1, 1, 1, 1]"
458,"['泰国桂圆-约250-300g/份', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤', '新疆蜜瓜-半只3-3.5斤']",96.2,"[6.700000000000001, 14.0, 17.799999999999997, 18.3]",56.8,"[11.8, 22.8, 32.8, 28.8]","[1, 1, 1, 1]"
472,"['云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '鲜丰玉麒麟西瓜-半只约4-5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",97.19999999999999,"[7.300000000000001, 6.44, 17.799999999999997, 19.799999999999997]",51.339999999999996,"[12.8, 12.8, 32.8, 38.8]","[1, 1, 1, 1]"
505,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '凯特芒芒果-1只700-800g']",71.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 7.300000000000001, 16.200000000000003]",42.60740740740742,"[9.8, 10.8, 11.8, 12.8, 25.8]","[1, 1, 1, 1, 1]"
506,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只']",68.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 7.300000000000001, 14.0]",40.40740740740742,"[9.8, 10.8, 11.8, 12.8, 22.8]","[1, 1, 1, 1, 1]"
507,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '鲜丰玉麒麟西瓜-半只约4-5斤']",78.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 7.300000000000001, 17.799999999999997]",44.207407407407416,"[9.8, 10.8, 11.8, 12.8, 32.8]","[1, 1, 1, 1, 1]"
509,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '【进口】菲律宾凤梨-1.8-1.9kg/只']",84.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 7.300000000000001, 19.799999999999997]",46.207407407407416,"[9.8, 10.8, 11.8, 12.8, 38.8]","[1, 1, 1, 1, 1]"
510,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '【进口】越南白火龙果-450-500g/只', '樱桃小番茄-约500g/盒']",58.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 6.44, 7.800000000000001]",33.34740740740742,"[9.8, 10.8, 11.8, 12.8, 12.8]","[1, 1, 1, 1, 1]"
514,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '【进口】越南白火龙果-450-500g/只', '新疆蜜瓜-半只3-3.5斤']",74.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 6.44, 18.3]",43.84740740740742,"[9.8, 10.8, 11.8, 12.8, 28.8]","[1, 1, 1, 1, 1]"
521,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只']",81.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 16.200000000000003, 14.0]",49.30740740740742,"[9.8, 10.8, 11.8, 25.8, 22.8]","[1, 1, 1, 1, 1]"
522,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '凯特芒芒果-1只700-800g', '鲜丰玉麒麟西瓜-半只约4-5斤']",91.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 16.200000000000003, 17.799999999999997]",53.107407407407415,"[9.8, 10.8, 11.8, 25.8, 32.8]","[1, 1, 1, 1, 1]"
523,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '凯特芒芒果-1只700-800g', '新疆蜜瓜-半只3-3.5斤']",87.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 16.200000000000003, 18.3]",53.60740740740742,"[9.8, 10.8, 11.8, 25.8, 28.8]","[1, 1, 1, 1, 1]"
524,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '凯特芒芒果-1只700-800g', '【进口】菲律宾凤梨-1.8-1.9kg/只']",97.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 16.200000000000003, 19.799999999999997]",55.107407407407415,"[9.8, 10.8, 11.8, 25.8, 38.8]","[1, 1, 1, 1, 1]"
525,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",88.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 14.0, 17.799999999999997]",50.90740740740741,"[9.8, 10.8, 11.8, 22.8, 32.8]","[1, 1, 1, 1, 1]"
527,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '红心猕猴桃-1盒5只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",94.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 14.0, 19.799999999999997]",52.90740740740741,"[9.8, 10.8, 11.8, 22.8, 38.8]","[1, 1, 1, 1, 1]"
529,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '泰国桂圆-约250-300g/份', '新疆蜜瓜-半只3-3.5斤', '【进口】菲律宾凤梨-1.8-1.9kg/只']",100.0,"[5.8074074074074105, 6.6000000000000005, 6.700000000000001, 18.3, 19.799999999999997]",57.207407407407416,"[9.8, 10.8, 11.8, 28.8, 38.8]","[1, 1, 1, 1, 1]"
530,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '樱桃小番茄-约500g/盒']",59.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 6.44, 7.800000000000001]",33.94740740740741,"[9.8, 10.8, 12.8, 12.8, 12.8]","[1, 1, 1, 1, 1]"
531,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '凯特芒芒果-1只700-800g']",72.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 6.44, 16.200000000000003]",42.34740740740742,"[9.8, 10.8, 12.8, 12.8, 25.8]","[1, 1, 1, 1, 1]"
532,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '红心猕猴桃-1盒5只']",69.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 6.44, 14.0]",40.147407407407414,"[9.8, 10.8, 12.8, 12.8, 22.8]","[1, 1, 1, 1, 1]"
533,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '鲜丰玉麒麟西瓜-半只约4-5斤']",79.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 6.44, 17.799999999999997]",43.94740740740741,"[9.8, 10.8, 12.8, 12.8, 32.8]","[1, 1, 1, 1, 1]"
534,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '新疆蜜瓜-半只3-3.5斤']",75.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 6.44, 18.3]",44.44740740740741,"[9.8, 10.8, 12.8, 12.8, 28.8]","[1, 1, 1, 1, 1]"
535,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",85.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 6.44, 19.799999999999997]",45.94740740740741,"[9.8, 10.8, 12.8, 12.8, 38.8]","[1, 1, 1, 1, 1]"
541,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只']",82.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 16.200000000000003, 14.0]",49.90740740740742,"[9.8, 10.8, 12.8, 25.8, 22.8]","[1, 1, 1, 1, 1]"
542,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '凯特芒芒果-1只700-800g', '鲜丰玉麒麟西瓜-半只约4-5斤']",92.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 16.200000000000003, 17.799999999999997]",53.707407407407416,"[9.8, 10.8, 12.8, 25.8, 32.8]","[1, 1, 1, 1, 1]"
544,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '凯特芒芒果-1只700-800g', '【进口】菲律宾凤梨-1.8-1.9kg/只']",98.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 16.200000000000003, 19.799999999999997]",55.707407407407416,"[9.8, 10.8, 12.8, 25.8, 38.8]","[1, 1, 1, 1, 1]"
545,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",89.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 14.0, 17.799999999999997]",51.50740740740741,"[9.8, 10.8, 12.8, 22.8, 32.8]","[1, 1, 1, 1, 1]"
547,"['【进口】香蕉-500~550g/份', '新疆无籽黑提-约300g', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只', '【进口】菲律宾凤梨-1.8-1.9kg/只']",95.0,"[5.8074074074074105, 6.6000000000000005, 7.300000000000001, 14.0, 19.799999999999997]",53.50740740740741,"[9.8, 10.8, 12.8, 22.8, 38.8]","[1, 1, 1, 1, 1]"
573,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '【进口】越南白火龙果-450-500g/只', '红心猕猴桃-1盒5只']",70.0,"[5.8074074074074105, 6.700000000000001, 7.300000000000001, 6.44, 14.0]",40.24740740740741,"[9.8, 11.8, 12.8, 12.8, 22.8]","[1, 1, 1, 1, 1]"
582,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '凯特芒芒果-1只700-800g', '红心猕猴桃-1盒5只']",83.0,"[5.8074074074074105, 6.700000000000001, 7.300000000000001, 16.200000000000003, 14.0]",50.00740740740741,"[9.8, 11.8, 12.8, 25.8, 22.8]","[1, 1, 1, 1, 1]"
586,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只', '鲜丰玉麒麟西瓜-半只约4-5斤']",90.0,"[5.8074074074074105, 6.700000000000001, 7.300000000000001, 14.0, 17.799999999999997]",51.60740740740741,"[9.8, 11.8, 12.8, 22.8, 32.8]","[1, 1, 1, 1, 1]"
587,"['【进口】香蕉-500~550g/份', '泰国桂圆-约250-300g/份', '云南蜜桔子-450-500g', '红心猕猴桃-1盒5只', '新疆蜜瓜-半只3-3.5斤']",86.0,"[5.8074074074074105, 6.700000000000001, 7.300000000000001, 14.0, 18.3]",52.10740740740741,"[9.8, 11.8, 12.8, 22.8, 28.8]","[1, 1, 1, 1, 1]"
