,当前组合商品名称,总毛利,总毛利率,每款商品对应的毛利率,每款商品的原始售价,每款商品的折扣毛利,每款商品的折扣率,每款商品的活动价,毛利排名,该组合下客户最终的订单金额
96,甄选车厘子（JJ）-1斤,43.860000000000014,20.7024%,49.98%,69.0,53.0,1.0,69.0,62.0,211.86
97,优选车厘子XL-1斤,43.860000000000014,20.7024%,51.13%,28.5,22.0,1.0,28.5,62.0,211.86
98,网纹瓜1只约3斤,43.860000000000014,20.7024%,17.93%,49.0,13.5,1.0,4.9,62.0,211.86
99,奶油草莓,43.83999999999999,20.6753%,-9.39%,133.0,-19.2,0.1,133.0,63.0,212.04000000000002
100,甄选车厘子（JJ）-1斤,43.83999999999999,20.6753%,49.96%,69.0,53.0,1.0,69.0,63.0,212.04000000000002
101,优选车厘子XL-1斤,43.83999999999999,20.6753%,49.34%,29.8,22.0,1.0,29.8,63.0,212.04000000000002
102,花生糖/芝麻粮任选1包(500g),43.83999999999999,20.6753%,19.86%,38.0,11.600000000000001,1.0,3.8000000000000003,63.0,212.04000000000002
103,沙洲绿宝瓜1只-约3斤,43.134,25.4307%,-5.02%,133.0,-9.6,0.1,133.0,64.0,169.614
104,甄选车厘子（JJ）-1斤,43.134,25.4307%,131.73%,28.5,53.0,1.0,28.5,64.0,169.614
105,网纹瓜1只约3斤,43.134,25.4307%,40.85%,23.96,13.5,1.0,23.96,64.0,169.614
106,佳沛阳光金果36#,43.134,25.4307%,11.78%,30.0,5.080000000000002,1.0,3.0,64.0,169.614
107,奶油草莓,43.100759999999994,26.0899%,-10.12%,133.0,-19.2,0.1,133.0,65.0,165.20076000000003
108,甄选车厘子（JJ）-1斤,43.100759999999994,26.0899%,148.68%,25.3,53.0,1.0,25.3,65.0,165.20076000000003
109,红肉菠萝蜜1斤,43.100759999999994,26.0899%,62.79%,21.4564,18.8,1.0,21.4564,65.0,165.20076000000003
110,凯特芒青1个-约700g,43.100759999999994,26.0899%,16.35%,38.0,8.856399999999999,1.0,3.8000000000000003,65.0,165.20076000000003
111,酥极红薯片5包,42.99999999999999,24.7553%,-10.95%,133.0,-21.1,0.1,133.0,66.0,173.70000000000002
112,甄选车厘子（JJ）-1斤,42.99999999999999,24.7553%,126.14%,29.8,53.0,1.0,29.8,66.0,173.70000000000002
113,花生糖/芝麻粮任选1包(500g),42.99999999999999,24.7553%,32.03%,25.3,11.600000000000001,1.0,25.3,66.0,173.70000000000002
114,红肉菠萝蜜1斤,42.99999999999999,24.7553%,26.48%,49.0,18.8,1.0,4.9,66.0,173.70000000000002
115,优选车厘子XL-1斤,42.67400000000001,37.0260%,13.69%,69.0,22.0,1.0,69.0,67.0,115.254
116,花生糖/芝麻粮任选1包(500g),42.67400000000001,37.0260%,17.17%,29.8,11.600000000000001,1.0,29.8,67.0,115.254
117,红肉菠萝蜜1斤,42.67400000000001,37.0260%,32.28%,25.3,18.8,1.0,25.3,67.0,115.254
118,佳沛阳光金果36#,42.67400000000001,37.0260%,9.48%,23.96,5.080000000000002,1.0,23.96,67.0,115.254
119,甄选车厘子（JJ）-1斤,42.384,34.3847%,16.73%,133.0,53.0,1.0,133.0,68.0,123.26400000000001
120,佳沛阳光金果36#,42.384,34.3847%,9.27%,23.96,5.080000000000002,1.0,23.96,68.0,123.26400000000001
121,花生糖/芝麻粮任选1包(500g),42.25076000000001,55.1931%,18.39%,29.8,11.600000000000001,1.0,29.8,69.0,76.55076
122,网纹瓜1只约3斤,42.25076000000001,55.1931%,22.16%,28.5,13.5,1.0,28.5,69.0,76.55076
123,红肉菠萝蜜1斤,42.25076000000001,55.1931%,34.57%,25.3,18.8,1.0,25.3,69.0,76.55076
124,凯特芒青1个-约700g,42.25076000000001,55.1931%,19.39%,21.4564,8.856399999999999,1.0,21.4564,69.0,76.55076
0,阳光玫瑰葡萄1份-约500g,42.110000000000014,20.0897%,-13.75%,133.0,-28.4,0.1,133.0,70.0,209.61
1,甄选车厘子（JJ）-1斤,42.110000000000014,20.0897%,49.46%,69.0,53.0,1.0,69.0,70.0,209.61
2,优选车厘子XL-1斤,42.110000000000014,20.0897%,56.66%,25.3,22.0,1.0,25.3,70.0,209.61
3,红肉菠萝蜜1斤,42.110000000000014,20.0897%,21.62%,56.0,18.8,1.0,5.6000000000000005,70.0,209.61
4,优选车厘子XL-1斤,42.019999999999996,45.4172%,14.10%,69.0,22.0,1.0,69.0,71.0,92.52
5,网纹瓜1只约3斤,42.019999999999996,45.4172%,21.33%,28.5,13.5,1.0,28.5,71.0,92.52
6,红肉菠萝蜜1斤,42.019999999999996,45.4172%,33.27%,25.3,18.8,1.0,25.3,71.0,92.52
7,奶油草莓,41.93075999999999,20.5010%,-9.36%,133.0,-19.2,0.1,133.0,72.0,204.53076000000001
8,甄选车厘子（JJ）-1斤,41.93075999999999,20.5010%,49.81%,69.0,53.0,1.0,69.0,72.0,204.53076000000001
9,优选车厘子XL-1斤,41.93075999999999,20.5010%,67.94%,21.4564,22.0,1.0,21.4564,72.0,204.53076000000001
10,凯特芒青1个-约700g,41.93075999999999,20.5010%,15.11%,38.0,8.856399999999999,1.0,3.8000000000000003,72.0,204.53076000000001
11,酥极红薯片5包,41.83,19.6357%,-10.13%,133.0,-21.1,0.1,133.0,73.0,213.03000000000003
12,甄选车厘子（JJ）-1斤,41.83,19.6357%,49.05%,69.0,53.0,1.0,69.0,73.0,213.03000000000003
13,优选车厘子XL-1斤,41.83,19.6357%,48.45%,29.8,22.0,1.0,29.8,73.0,213.03000000000003
14,花生糖/芝麻粮任选1包(500g),41.83,19.6357%,15.12%,49.0,11.600000000000001,1.0,4.9,73.0,213.03000000000003
15,沙洲绿宝瓜1只-约3斤,41.10399999999999,24.0678%,-4.94%,133.0,-9.6,0.1,133.0,74.0,170.78400000000002
16,甄选车厘子（JJ）-1斤,41.10399999999999,24.0678%,125.04%,29.8,53.0,1.0,29.8,74.0,170.78400000000002
17,花生糖/芝麻粮任选1包(500g),41.10399999999999,24.0678%,34.51%,23.96,11.600000000000001,1.0,23.96,74.0,170.78400000000002
18,佳沛阳光金果36#,41.10399999999999,24.0678%,11.59%,30.0,5.080000000000002,1.0,3.0,74.0,170.78400000000002
19,酥极红薯片5包,41.09075999999999,24.7251%,-10.95%,133.0,-21.1,0.1,133.0,75.0,166.19076
20,甄选车厘子（JJ）-1斤,41.09075999999999,24.7251%,146.27%,25.3,53.0,1.0,25.3,75.0,166.19076
21,红肉菠萝蜜1斤,41.09075999999999,24.7251%,61.77%,21.4564,18.8,1.0,21.4564,75.0,166.19076
22,凯特芒青1个-约700g,41.09075999999999,24.7251%,12.47%,49.0,8.856399999999999,1.0,4.9,75.0,166.19076
23,优选车厘子XL-1斤,41.080760000000005,35.4509%,13.15%,69.0,22.0,1.0,69.0,76.0,115.88076
24,花生糖/芝麻粮任选1包(500g),41.080760000000005,35.4509%,16.50%,29.8,11.600000000000001,1.0,29.8,76.0,115.88076
25,网纹瓜1只约3斤,41.080760000000005,35.4509%,19.89%,28.5,13.5,1.0,28.5,76.0,115.88076
26,凯特芒青1个-约700g,41.080760000000005,35.4509%,17.40%,21.4564,8.856399999999999,1.0,21.4564,76.0,115.88076
27,优选车厘子XL-1斤,40.76476,37.8346%,13.26%,69.0,22.0,1.0,69.0,77.0,107.74476
28,红肉菠萝蜜1斤,40.76476,37.8346%,31.28%,25.3,18.8,1.0,25.3,77.0,107.74476
29,佳沛阳光金果36#,40.76476,37.8346%,9.19%,23.96,5.080000000000002,1.0,23.96,77.0,107.74476
30,凯特芒青1个-约700g,40.76476,37.8346%,17.54%,21.4564,8.856399999999999,1.0,21.4564,77.0,107.74476
31,优选车厘子XL-1斤,39.99000000000001,42.6833%,13.38%,69.0,22.0,1.0,69.0,78.0,93.69
32,花生糖/芝麻粮任选1包(500g),39.99000000000001,42.6833%,16.79%,29.8,11.600000000000001,1.0,29.8,78.0,93.69
33,红肉菠萝蜜1斤,39.99000000000001,42.6833%,31.56%,25.3,18.8,1.0,25.3,78.0,93.69
34,酥极红薯片5包,39.92076,19.4242%,-10.09%,133.0,-21.1,0.1,133.0,79.0,205.52076000000002
35,甄选车厘子（JJ）-1斤,39.92076,19.4242%,48.86%,69.0,53.0,1.0,69.0,79.0,205.52076000000002
36,优选车厘子XL-1斤,39.92076,19.4242%,66.64%,21.4564,22.0,1.0,21.4564,79.0,205.52076000000002
37,凯特芒青1个-约700g,39.92076,19.4242%,11.50%,49.0,8.856399999999999,1.0,4.9,79.0,205.52076000000002
38,奶油草莓,39.38999999999999,22.4329%,-9.65%,133.0,-19.2,0.1,133.0,80.0,175.59000000000003
39,甄选车厘子（JJ）-1斤,39.38999999999999,22.4329%,122.22%,29.8,53.0,1.0,29.8,80.0,175.59000000000003
40,花生糖/芝麻粮任选1包(500g),39.38999999999999,22.4329%,27.71%,28.5,11.600000000000001,1.0,28.5,80.0,175.59000000000003
41,网纹瓜1只约3斤,39.38999999999999,22.4329%,23.76%,38.0,13.5,1.0,3.8000000000000003,80.0,175.59000000000003
42,沙洲绿宝瓜1只-约3斤,39.194759999999995,24.0054%,-4.93%,133.0,-9.6,0.1,133.0,82.0,163.27476000000001
43,甄选车厘子（JJ）-1斤,39.194759999999995,24.0054%,157.52%,23.96,53.0,1.0,23.96,82.0,163.27476000000001
44,佳沛阳光金果36#,39.194759999999995,24.0054%,16.54%,21.4564,5.080000000000002,1.0,21.4564,82.0,163.27476000000001
45,凯特芒青1个-约700g,39.194759999999995,24.0054%,20.18%,30.0,8.856399999999999,1.0,3.0,82.0,163.27476000000001
46,奶油草莓,39.074,23.3342%,-9.78%,133.0,-19.2,0.1,133.0,83.0,167.45400000000004
47,甄选车厘子（JJ）-1斤,39.074,23.3342%,143.61%,25.3,53.0,1.0,25.3,83.0,167.45400000000004
48,红肉菠萝蜜1斤,39.074,23.3342%,55.37%,23.96,18.8,1.0,23.96,83.0,167.45400000000004
49,佳沛阳光金果36#,39.074,23.3342%,9.06%,38.0,5.080000000000002,1.0,3.8000000000000003,83.0,167.45400000000004
50,花生糖/芝麻粮任选1包(500g),38.224000000000004,48.5052%,16.52%,29.8,11.600000000000001,1.0,29.8,84.0,78.804
51,网纹瓜1只约3斤,38.224000000000004,48.5052%,19.91%,28.5,13.5,1.0,28.5,84.0,78.804
52,红肉菠萝蜜1斤,38.224000000000004,48.5052%,31.05%,25.3,18.8,1.0,25.3,84.0,78.804
53,佳沛阳光金果36#,38.224000000000004,48.5052%,9.12%,23.96,5.080000000000002,1.0,23.96,84.0,78.804
54,优选车厘子XL-1斤,38.08076,44.1871%,12.89%,69.0,22.0,1.0,69.0,85.0,86.18076
55,红肉菠萝蜜1斤,38.08076,44.1871%,30.41%,25.3,18.8,1.0,25.3,85.0,86.18076
56,凯特芒青1个-约700g,38.08076,44.1871%,17.05%,21.4564,8.856399999999999,1.0,21.4564,85.0,86.18076
57,奶油草莓,37.903999999999996,18.3302%,-8.99%,133.0,-19.2,0.1,133.0,86.0,206.78400000000002
58,甄选车厘子（JJ）-1斤,37.903999999999996,18.3302%,47.82%,69.0,53.0,1.0,69.0,86.0,206.78400000000002
59,优选车厘子XL-1斤,37.903999999999996,18.3302%,59.55%,23.96,22.0,1.0,23.96,86.0,206.78400000000002
60,佳沛阳光金果36#,37.903999999999996,18.3302%,8.32%,38.0,5.080000000000002,1.0,3.8000000000000003,86.0,206.78400000000002
61,阳光玫瑰葡萄1份-约500g,37.660000000000004,21.7487%,-14.13%,133.0,-28.4,0.1,133.0,87.0,173.16
62,甄选车厘子（JJ）-1斤,37.660000000000004,21.7487%,125.28%,28.5,53.0,1.0,28.5,87.0,173.16
63,网纹瓜1只约3斤,37.660000000000004,21.7487%,35.74%,25.3,13.5,1.0,25.3,87.0,173.16
64,红肉菠萝蜜1斤,37.660000000000004,21.7487%,22.22%,56.0,18.8,1.0,5.6000000000000005,87.0,173.16
65,奶油草莓,37.48075999999999,22.2993%,-9.64%,133.0,-19.2,0.1,133.0,88.0,168.08076000000003
66,甄选车厘子（JJ）-1斤,37.48075999999999,22.2993%,126.34%,28.5,53.0,1.0,28.5,88.0,168.08076000000003
67,网纹瓜1只约3斤,37.48075999999999,22.2993%,42.91%,21.4564,13.5,1.0,21.4564,88.0,168.08076000000003
68,凯特芒青1个-约700g,37.48075999999999,22.2993%,15.56%,38.0,8.856399999999999,1.0,3.8000000000000003,88.0,168.08076000000003
69,酥极红薯片5包,37.379999999999995,21.1689%,-10.40%,133.0,-21.1,0.1,133.0,89.0,176.58
70,甄选车厘子（JJ）-1斤,37.379999999999995,21.1689%,119.85%,29.8,53.0,1.0,29.8,89.0,176.58
71,花生糖/芝麻粮任选1包(500g),37.379999999999995,21.1689%,27.17%,28.5,11.600000000000001,1.0,28.5,89.0,176.58
72,网纹瓜1只约3斤,37.379999999999995,21.1689%,18.07%,49.0,13.5,1.0,4.9,89.0,176.58
73,酥极红薯片5包,37.06399999999999,22.0038%,-10.54%,133.0,-21.1,0.1,133.0,90.0,168.44400000000002
74,甄选车厘子（JJ）-1斤,37.06399999999999,22.0038%,140.87%,25.3,53.0,1.0,25.3,90.0,168.44400000000002
75,红肉菠萝蜜1斤,37.06399999999999,22.0038%,54.31%,23.96,18.8,1.0,23.96,90.0,168.44400000000002
76,佳沛阳光金果36#,37.06399999999999,22.0038%,6.89%,49.0,5.080000000000002,1.0,4.9,90.0,168.44400000000002
77,优选车厘子XL-1斤,37.05400000000001,31.3661%,11.64%,69.0,22.0,1.0,69.0,91.0,118.134
78,花生糖/芝麻粮任选1包(500g),37.05400000000001,31.3661%,14.61%,29.8,11.600000000000001,1.0,29.8,91.0,118.134
79,网纹瓜1只约3斤,37.05400000000001,31.3661%,17.61%,28.5,13.5,1.0,28.5,91.0,118.134
80,佳沛阳光金果36#,37.05400000000001,31.3661%,8.07%,23.96,5.080000000000002,1.0,23.96,91.0,118.134
81,沙洲绿宝瓜1只-约3斤,36.510760000000005,25.7643%,-5.04%,133.0,-9.6,0.1,133.0,92.0,141.71076
82,甄选车厘子（JJ）-1斤,36.510760000000005,25.7643%,176.33%,21.4564,53.0,1.0,21.4564,92.0,141.71076
83,凯特芒青1个-约700g,36.510760000000005,25.7643%,20.63%,30.0,8.856399999999999,1.0,3.0,92.0,141.71076
84,阳光玫瑰葡萄1份-约500g,36.49000000000001,17.1726%,-12.96%,133.0,-28.4,0.1,133.0,93.0,212.49
85,甄选车厘子（JJ）-1斤,36.49000000000001,17.1726%,46.64%,69.0,53.0,1.0,69.0,93.0,212.49
86,优选车厘子XL-1斤,36.49000000000001,17.1726%,47.71%,28.5,22.0,1.0,28.5,93.0,212.49
87,网纹瓜1只约3斤,36.49000000000001,17.1726%,14.64%,56.0,13.5,1.0,5.6000000000000005,93.0,212.49
88,奶油草莓,36.39,24.9435%,-9.99%,133.0,-19.2,0.1,133.0,94.0,145.89000000000001
89,甄选车厘子（JJ）-1斤,36.39,24.9435%,146.67%,25.3,53.0,1.0,25.3,94.0,145.89000000000001
90,红肉菠萝蜜1斤,36.39,24.9435%,34.23%,38.0,18.8,1.0,3.8000000000000003,94.0,145.89000000000001
91,网纹瓜1只约3斤,36.31476,50.9361%,19.10%,28.5,13.5,1.0,28.5,95.0,71.29476
92,红肉菠萝蜜1斤,36.31476,50.9361%,29.79%,25.3,18.8,1.0,25.3,95.0,71.29476
93,佳沛阳光金果36#,36.31476,50.9361%,8.75%,23.96,5.080000000000002,1.0,23.96,95.0,71.29476
94,凯特芒青1个-约700g,36.31476,50.9361%,16.71%,21.4564,8.856399999999999,1.0,21.4564,95.0,71.29476
95,酥极红薯片5包,35.894000000000005,17.2755%,-9.65%,133.0,-21.1,0.1,133.0,96.0,207.77400000000003
96,甄选车厘子（JJ）-1斤,35.894000000000005,17.2755%,46.75%,69.0,53.0,1.0,69.0,96.0,207.77400000000003
97,优选车厘子XL-1斤,35.894000000000005,17.2755%,58.21%,23.96,22.0,1.0,23.96,96.0,207.77400000000003
98,佳沛阳光金果36#,35.894000000000005,17.2755%,6.31%,49.0,5.080000000000002,1.0,4.9,96.0,207.77400000000003
99,阳光玫瑰葡萄1份-约500g,35.629999999999995,20.4382%,-13.83%,133.0,-28.4,0.1,133.0,97.0,174.33
100,甄选车厘子（JJ）-1斤,35.629999999999995,20.4382%,118.39%,29.8,53.0,1.0,29.8,97.0,174.33
101,花生糖/芝麻粮任选1包(500g),35.629999999999995,20.4382%,30.06%,25.3,11.600000000000001,1.0,25.3,97.0,174.33
102,红肉菠萝蜜1斤,35.629999999999995,20.4382%,21.75%,56.0,18.8,1.0,5.6000000000000005,97.0,174.33
103,花生糖/芝麻粮任选1包(500g),35.540000000000006,62.0894%,15.98%,29.8,11.600000000000001,1.0,29.8,98.0,57.239999999999995
104,网纹瓜1只约3斤,35.540000000000006,62.0894%,19.26%,28.5,13.5,1.0,28.5,98.0,57.239999999999995
105,红肉菠萝蜜1斤,35.540000000000006,62.0894%,30.05%,25.3,18.8,1.0,25.3,98.0,57.239999999999995
106,酥极红薯片5包,35.47076,20.9798%,-10.37%,133.0,-21.1,0.1,133.0,99.0,169.07076
107,甄选车厘子（JJ）-1斤,35.47076,20.9798%,123.75%,28.5,53.0,1.0,28.5,99.0,169.07076
108,网纹瓜1只约3斤,35.47076,20.9798%,42.03%,21.4564,13.5,1.0,21.4564,99.0,169.07076
109,凯特芒青1个-约700g,35.47076,20.9798%,11.82%,49.0,8.856399999999999,1.0,4.9,99.0,169.07076
110,奶油草莓,35.45075999999999,20.9457%,-9.43%,133.0,-19.2,0.1,133.0,100.0,169.25076
111,甄选车厘子（JJ）-1斤,35.45075999999999,20.9457%,119.41%,29.8,53.0,1.0,29.8,100.0,169.25076
112,花生糖/芝麻粮任选1包(500g),35.45075999999999,20.9457%,36.09%,21.4564,11.600000000000001,1.0,21.4564,100.0,169.25076
113,凯特芒青1个-约700g,35.45075999999999,20.9457%,15.23%,38.0,8.856399999999999,1.0,3.8000000000000003,100.0,169.25076
114,奶油草莓,35.22,19.0152%,-9.11%,133.0,-19.2,0.1,133.0,101.0,185.22000000000003
115,甄选车厘子（JJ）-1斤,35.22,19.0152%,48.48%,69.0,53.0,1.0,69.0,101.0,185.22000000000003
116,优选车厘子XL-1斤,35.22,19.0152%,36.54%,38.0,22.0,1.0,3.8000000000000003,101.0,185.22000000000003
117,优选车厘子XL-1斤,35.144760000000005,31.7693%,11.06%,69.0,22.0,1.0,69.0,102.0,110.62476000000001
118,网纹瓜1只约3斤,35.144760000000005,31.7693%,16.72%,28.5,13.5,1.0,28.5,102.0,110.62476000000001
119,佳沛阳光金果36#,35.144760000000005,31.7693%,7.66%,23.96,5.080000000000002,1.0,23.96,102.0,110.62476000000001
120,凯特芒青1个-约700g,35.144760000000005,31.7693%,14.63%,21.4564,8.856399999999999,1.0,21.4564,102.0,110.62476000000001
121,阳光玫瑰葡萄1份-约500g,34.46,16.1284%,-12.64%,133.0,-28.4,0.1,133.0,103.0,213.66
122,甄选车厘子（JJ）-1斤,34.46,16.1284%,45.48%,69.0,53.0,1.0,69.0,103.0,213.66
123,优选车厘子XL-1斤,34.46,16.1284%,44.92%,29.8,22.0,1.0,29.8,103.0,213.66
124,花生糖/芝麻粮任选1包(500g),34.46,16.1284%,12.26%,56.0,11.600000000000001,1.0,5.6000000000000005,103.0,213.66
125,酥极红薯片5包,34.379999999999995,23.4069%,-10.76%,133.0,-21.1,0.1,133.0,104.0,146.88000000000002
126,甄选车厘子（JJ）-1斤,34.379999999999995,23.4069%,143.76%,25.3,53.0,1.0,25.3,104.0,146.88000000000002
127,红肉菠萝蜜1斤,34.379999999999995,23.4069%,26.02%,49.0,18.8,1.0,4.9,104.0,146.88000000000002
0,优选车厘子XL-1斤,34.370000000000005,35.5908%,11.08%,69.0,22.0,1.0,69.0,105.0,96.57
1,花生糖/芝麻粮任选1包(500g),34.370000000000005,35.5908%,13.90%,29.8,11.600000000000001,1.0,29.8,105.0,96.57
2,网纹瓜1只约3斤,34.370000000000005,35.5908%,16.76%,28.5,13.5,1.0,28.5,105.0,96.57
3,花生糖/芝麻粮任选1包(500g),34.284760000000006,47.3123%,14.69%,29.8,11.600000000000001,1.0,29.8,106.0,72.46476000000001
4,红肉菠萝蜜1斤,34.284760000000006,47.3123%,27.62%,25.3,18.8,1.0,25.3,106.0,72.46476000000001
5,佳沛阳光金果36#,34.284760000000006,47.3123%,8.11%,23.96,5.080000000000002,1.0,23.96,106.0,72.46476000000001
6,凯特芒青1个-约700g,34.284760000000006,47.3123%,15.49%,21.4564,8.856399999999999,1.0,21.4564,106.0,72.46476000000001
7,优选车厘子XL-1斤,34.054,38.5078%,11.16%,69.0,22.0,1.0,69.0,107.0,88.434
8,红肉菠萝蜜1斤,34.054,38.5078%,26.31%,25.3,18.8,1.0,25.3,107.0,88.434
9,佳沛阳光金果36#,34.054,38.5078%,7.73%,23.96,5.080000000000002,1.0,23.96,107.0,88.434
10,阳光玫瑰葡萄1份-约500g,33.72076,20.2138%,-13.78%,133.0,-28.4,0.1,133.0,108.0,166.82076
11,甄选车厘子（JJ）-1斤,33.72076,20.2138%,136.80%,25.3,53.0,1.0,25.3,108.0,166.82076
12,红肉菠萝蜜1斤,33.72076,20.2138%,57.77%,21.4564,18.8,1.0,21.4564,108.0,166.82076
13,凯特芒青1个-约700g,33.72076,20.2138%,10.21%,56.0,8.856399999999999,1.0,5.6000000000000005,108.0,166.82076
14,网纹瓜1只约3斤,33.63076,49.6536%,39.40%,28.5,13.5,1.0,28.5,109.0,67.73076
15,红肉菠萝蜜1斤,33.63076,49.6536%,61.45%,25.3,18.8,1.0,25.3,109.0,67.73076
16,凯特芒青1个-约700g,33.63076,49.6536%,34.46%,21.4564,8.856399999999999,1.0,21.4564,109.0,67.73076
17,奶油草莓,33.45399999999999,19.6402%,-9.22%,133.0,-19.2,0.1,133.0,110.0,170.33400000000003
18,甄选车厘子（JJ）-1斤,33.45399999999999,19.6402%,120.89%,28.5,53.0,1.0,28.5,110.0,170.33400000000003
19,网纹瓜1只约3斤,33.45399999999999,19.6402%,37.49%,23.96,13.5,1.0,23.96,110.0,170.33400000000003
20,佳沛阳光金果36#,33.45399999999999,19.6402%,8.54%,38.0,5.080000000000002,1.0,3.8000000000000003,110.0,170.33400000000003
21,酥极红薯片5包,33.44075999999999,19.6432%,-10.13%,133.0,-21.1,0.1,133.0,111.0,170.24076000000002
22,甄选车厘子（JJ）-1斤,33.44075999999999,19.6432%,116.73%,29.8,53.0,1.0,29.8,111.0,170.24076000000002
23,花生糖/芝麻粮任选1包(500g),33.44075999999999,19.6432%,35.28%,21.4564,11.600000000000001,1.0,21.4564,111.0,170.24076000000002
24,凯特芒青1个-约700g,33.44075999999999,19.6432%,11.54%,49.0,8.856399999999999,1.0,4.9,111.0,170.24076000000002
25,酥极红薯片5包,33.21,17.8347%,-9.77%,133.0,-21.1,0.1,133.0,112.0,186.21
26,甄选车厘子（JJ）-1斤,33.21,17.8347%,47.33%,69.0,53.0,1.0,69.0,112.0,186.21
27,优选车厘子XL-1斤,33.21,17.8347%,27.66%,49.0,22.0,1.0,4.9,112.0,186.21
28,优选车厘子XL-1斤,33.11476000000001,29.6210%,10.14%,69.0,22.0,1.0,69.0,113.0,111.79476
29,花生糖/芝麻粮任选1包(500g),33.11476000000001,29.6210%,12.72%,29.8,11.600000000000001,1.0,29.8,113.0,111.79476
30,佳沛阳光金果36#,33.11476000000001,29.6210%,7.02%,23.96,5.080000000000002,1.0,23.96,113.0,111.79476
31,凯特芒青1个-约700g,33.11476000000001,29.6210%,13.41%,21.4564,8.856399999999999,1.0,21.4564,113.0,111.79476
32,阳光玫瑰葡萄1份-约500g,32.55076,15.7898%,-12.53%,133.0,-28.4,0.1,133.0,114.0,206.15076
33,甄选车厘子（JJ）-1斤,32.55076,15.7898%,45.09%,69.0,53.0,1.0,69.0,114.0,206.15076
34,优选车厘子XL-1斤,32.55076,15.7898%,61.49%,21.4564,22.0,1.0,21.4564,114.0,206.15076
35,凯特芒青1个-约700g,32.55076,15.7898%,9.28%,56.0,8.856399999999999,1.0,5.6000000000000005,114.0,206.15076
36,优选车厘子XL-1斤,32.46076,36.4479%,10.39%,69.0,22.0,1.0,69.0,115.0,89.06076
37,网纹瓜1只约3斤,32.46076,36.4479%,15.72%,28.5,13.5,1.0,28.5,115.0,89.06076
38,凯特芒青1个-约700g,32.46076,36.4479%,13.75%,21.4564,8.856399999999999,1.0,21.4564,115.0,89.06076
39,沙洲绿宝瓜1只-约3斤,32.12,28.3695%,-10.00%,69.0,-9.6,0.1,69.0,116.0,113.22
40,优选车厘子XL-1斤,32.12,28.3695%,56.46%,28.5,22.0,1.0,28.5,116.0,113.22
41,网纹瓜1只约3斤,32.12,28.3695%,38.80%,25.3,13.5,1.0,25.3,116.0,113.22
42,红肉菠萝蜜1斤,32.12,28.3695%,45.03%,30.0,18.8,1.0,3.0,116.0,113.22
43,花生糖/芝麻粮任选1包(500g),31.60076,45.8642%,32.20%,29.8,11.600000000000001,1.0,29.8,117.0,68.90076
44,红肉菠萝蜜1斤,31.60076,45.8642%,60.53%,25.3,18.8,1.0,25.3,117.0,68.90076
45,凯特芒青1个-约700g,31.60076,45.8642%,33.95%,21.4564,8.856399999999999,1.0,21.4564,117.0,68.90076
46,酥极红薯片5包,31.444,18.3535%,-9.88%,133.0,-21.1,0.1,133.0,118.0,171.324
47,甄选车厘子（JJ）-1斤,31.444,18.3535%,117.91%,28.5,53.0,1.0,28.5,118.0,171.324
48,网纹瓜1只约3斤,31.444,18.3535%,36.56%,23.96,13.5,1.0,23.96,118.0,171.324
49,佳沛阳光金果36#,31.444,18.3535%,6.46%,49.0,5.080000000000002,1.0,4.9,118.0,171.324
50,奶油草莓,31.423999999999992,18.3226%,-8.99%,133.0,-19.2,0.1,133.0,119.0,171.50400000000002
51,甄选车厘子（JJ）-1斤,31.423999999999992,18.3226%,113.77%,29.8,53.0,1.0,29.8,119.0,171.50400000000002
52,花生糖/芝麻粮任选1包(500g),31.423999999999992,18.3226%,31.40%,23.96,11.600000000000001,1.0,23.96,119.0,171.50400000000002
53,佳沛阳光金果36#,31.423999999999992,18.3226%,8.32%,38.0,5.080000000000002,1.0,3.8000000000000003,119.0,171.50400000000002
54,优选车厘子XL-1斤,31.369999999999997,46.9119%,10.45%,69.0,22.0,1.0,69.0,120.0,66.87
55,红肉菠萝蜜1斤,31.369999999999997,46.9119%,24.64%,25.3,18.8,1.0,25.3,120.0,66.87
56,奶油草莓,30.77,20.6829%,-9.39%,133.0,-19.2,0.1,133.0,121.0,148.77
57,甄选车厘子（JJ）-1斤,30.77,20.6829%,123.14%,28.5,53.0,1.0,28.5,121.0,148.77
58,网纹瓜1只约3斤,30.77,20.6829%,23.11%,38.0,13.5,1.0,3.8000000000000003,121.0,148.77
59,优选车厘子XL-1斤,30.430760000000006,33.7255%,9.34%,69.0,22.0,1.0,69.0,122.0,90.23076
60,花生糖/芝麻粮任选1包(500g),30.430760000000006,33.7255%,11.71%,29.8,11.600000000000001,1.0,29.8,122.0,90.23076
61,凯特芒青1个-约700g,30.430760000000006,33.7255%,12.35%,21.4564,8.856399999999999,1.0,21.4564,122.0,90.23076
62,沙洲绿宝瓜1只-约3斤,30.090000000000007,26.3047%,-9.78%,69.0,-9.6,0.1,69.0,123.0,114.39
63,优选车厘子XL-1斤,30.090000000000007,26.3047%,53.33%,29.8,22.0,1.0,29.8,123.0,114.39
64,花生糖/芝麻粮任选1包(500g),30.090000000000007,26.3047%,32.62%,25.3,11.600000000000001,1.0,25.3,123.0,114.39
65,红肉菠萝蜜1斤,30.090000000000007,26.3047%,44.06%,30.0,18.8,1.0,3.0,123.0,114.39
