,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate,profit_rate
762775,"['蒙自石榴-1只300-400g', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '【新鲜直达】A级进口车厘子-约250g']",69.62,"[3.7777777777777786, 11.777777777777775, -5.200000000000003]",-2.3800000000000026,"[11.8, 26.8, 49.8]","[0.743879472693032, 0.8872305140961856, 0.959393128067827]","['106.4935%', '140.4654%', '-32.9069%']"
762879,"['蒙自石榴-1只300-400g', '新疆蜜瓜-半只3-3.5斤', '新疆蜜瓜-半只3-3.5斤']",39.92,"[3.7777777777777786, 14.57777777777778, 16.6]",31.02000000000001,"[11.8, 18.8, 18.8]","[0.743879472693032, 0.892434988179669, 0.892434988179669]","['34.3434%', '80.9877%', '92.2222%']"
762970,"['蒙自石榴-1只300-400g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '砀山酥梨-1只约300g', '【进口】菲律宾香蕉-约500~550g/份']",27.140000000000004,"[3.7777777777777786, 5.677777777777779, 2.5, 5.000000000000001]",14.440000000000005,"[11.8, 9.8, 3.8, 8.8]","[0.743879472693032, 0.8956916099773243, 0.0029239766081871348, 0.8838383838383838]","['34.3434%', '63.0864%', '83.3333%', '62.5000%']"
762978,"['蒙自石榴-1只300-400g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '砀山酥梨-1只约300g', '泰国桂圆-约300g/份']",28.940000000000005,"[3.7777777777777786, 5.677777777777779, 2.5, 1.3000000000000007]",10.540000000000003,"[11.8, 9.8, 3.8, 10.8]","[0.743879472693032, 0.8956916099773243, 0.0029239766081871348, 0.9156378600823045]","['34.3434%', '63.0864%', '83.3333%', '13.0000%']"
762980,"['蒙自石榴-1只300-400g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '砀山酥梨-1只约300g', '【杨果铺】海带结-1袋192g']",30.740000000000002,"[3.7777777777777786, 5.677777777777779, 2.5, 7.000000000000001]",16.040000000000003,"[11.8, 9.8, 3.8, 12.8]","[0.743879472693032, 0.8956916099773243, 0.0029239766081871348, 0.8420138888888887]","['34.3434%', '63.0864%', '83.3333%', '58.3333%']"
763182,"['蒙自石榴-1只300-400g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '冰糖冬枣-约250g']",25.520000000000003,"[3.7777777777777786, 5.677777777777779, 2.8000000000000007]",9.920000000000003,"[11.8, 9.8, 10.8]","[0.743879472693032, 0.8956916099773243, 0.7201646090534979]","['34.3434%', '63.0864%', '28.0000%']"
763224,"['蒙自石榴-1只300-400g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '锦绣黄桃子-2只500-600g']",27.320000000000004,"[3.7777777777777786, 5.677777777777779, 8.8]",15.720000000000004,"[11.8, 9.8, 12.8]","[0.743879472693032, 0.8956916099773243, 0.7725694444444444]","['34.3434%', '63.0864%', '73.3333%']"
763847,"['蒙自石榴-1只300-400g', '【不吐籽大口吃】软籽石榴-1只350-450g', '【鲜果切】西瓜鲜果切-约2斤']",42.709999999999994,"[3.7777777777777786, 6.777777777777775, 16.799999999999997]",23.109999999999996,"[11.8, 20.8, 19.9]","[0.743879472693032, 0.9027777777777776, 0.843104410943607]","['34.3434%', '33.8889%', '88.4211%']"
763854,"['蒙自石榴-1只300-400g', '【不吐籽大口吃】软籽石榴-1只350-450g', '【新鲜直达】A级进口车厘子-约250g']",65.12,"[3.7777777777777786, 6.777777777777775, -5.200000000000003]",-6.8800000000000034,"[11.8, 20.8, 49.8]","[0.743879472693032, 0.9027777777777776, 0.959393128067827]","['59.3023%', '58.5174%', '-18.3246%']"
766078,"['蒙自石榴-1只300-400g', '【新鲜直达】A级进口车厘子-约250g']",46.400000000000006,"[3.7777777777777786, -7.222222222222221]",-13.599999999999998,"[11.8, 49.8]","[0.743879472693032, 0.959393128067827]","['46.9697%', '-20.1581%']"
766082,"['蒙自石榴-1只300-400g', '【新鲜直达】A级进口车厘子-约250g', '砀山酥梨-2只约550-600g']",52.52,"[3.7777777777777786, -7.222222222222221, 5.3]",-8.979999999999997,"[11.8, 49.8, 6.8]","[0.743879472693032, 0.959393128067827, 0.8660130718954248]","['53.4656%', '-22.9459%', '137.5167%']"
766084,"['蒙自石榴-1只300-400g', '【新鲜直达】A级进口车厘子-约250g', '红心猕猴桃-2只约180g']",56.21000000000001,"[3.7777777777777786, -7.222222222222221, 8.7]",-5.989999999999998,"[11.8, 49.8, 10.9]","[0.743879472693032, 0.959393128067827, 0.6320081549439348]","['63.0107%', '-27.0424%', '159.6210%']"
766094,"['蒙自石榴-1只300-400g', '【新鲜直达】A级进口车厘子-约250g', '锦绣黄桃子-2只500-600g']",57.92,"[3.7777777777777786, -7.222222222222221, 8.8]",-6.0799999999999965,"[11.8, 49.8, 12.8]","[0.743879472693032, 0.959393128067827, 0.7725694444444444]","['62.5864%', '-26.8603%', '133.6404%']"
766110,"['蒙自石榴-1只300-400g', '【新鲜直达】A级进口车厘子-约250g', '那么大西梅-约228g/罐']",66.92,"[3.7777777777777786, -7.222222222222221, 10.8]",-5.079999999999996,"[11.8, 49.8, 22.8]","[0.743879472693032, 0.959393128067827, 0.8723196881091616]","['68.1460%', '-29.2463%', '97.4087%']"
837938,"['新疆无籽黑提-约450-500g/份', '【进口】越南红火龙果-1只500-550g', '红心猕猴桃-2只约180g']",31.91,"[5.777777777777777, 5.477777777777777, 8.7]",16.909999999999997,"[16.8, 14.8, 10.9]","[0.7605820105820105, 0.7957957957957957, 0.6320081549439348]","['36.1111%', '39.1270%', '87.0000%']"
837968,"['新疆无籽黑提-约450-500g/份', '【进口】越南红火龙果-1只500-550g', '【新鲜直达】A级进口车厘子-约250g']",62.42,"[5.777777777777777, 5.477777777777777, -5.200000000000003]",-5.8800000000000034,"[16.8, 14.8, 49.8]","[0.7605820105820105, 0.7957957957957957, 0.959393128067827]","['66.8178%', '72.3982%', '-19.6363%']"
838075,"['新疆无籽黑提-约450-500g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8', '佳沛阳光金果36#-4只']",78.62,"[5.777777777777777, 19.977777777777778, 29.4]",41.42,"[16.8, 56.8, 33.8]","[0.7605820105820105, 0.8059467918622849, 0.8809993425378042]","['31.7520%', '31.3682%', '78.3363%']"
838174,"['新疆无籽黑提-约450-500g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】西瓜鲜果切-约2斤']",40.91,"[5.777777777777777, 6.777777777777777, 16.799999999999997]",25.309999999999995,"[16.8, 15.8, 19.9]","[0.7605820105820105, 0.8087201125175808, 0.843104410943607]","['36.1111%', '45.1852%', '88.4211%']"
838467,"['新疆无籽黑提-约450-500g/份', '【鲜果切】鲜橙果切-约350g/份']",25.7,"[5.777777777777777, 9.677777777777777]",13.1,"[16.8, 18.8]","[0.7605820105820105, 0.8392434988179668]","['36.1111%', '53.7654%']"
838503,"['新疆无籽黑提-约450-500g/份', '【鲜果切】鲜橙果切-约350g/份', '【新鲜直达】A级进口车厘子-约250g']",66.02,"[5.777777777777777, 9.677777777777777, -5.200000000000003]",-2.0800000000000027,"[16.8, 18.8, 49.8]","[0.7605820105820105, 0.8392434988179668, 0.959393128067827]","['122.9167%', '183.0093%', '-36.1224%']"
839037,"['新疆无籽黑提-约450-500g/份', '【鲜果切】西瓜鲜果切-约2斤', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",46.22,"[5.777777777777777, 13.677777777777779, 14.8]",24.120000000000005,"[16.8, 19.9, 26.8]","[0.7605820105820105, 0.843104410943607, 0.8872305140961856]","['28.6254%', '57.0654%', '45.1231%']"
839039,"['新疆无籽黑提-约450-500g/份', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",73.22,"[5.777777777777777, 13.677777777777779, 30.999999999999996]",37.31999999999999,"[16.8, 19.9, 56.8]","[0.7605820105820105, 0.843104410943607, 0.8059467918622849]","['31.2731%', '62.3436%', '47.9406%']"
839365,"['新疆无籽黑提-约450-500g/份', '砀山酥梨-2只约550-600g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",63.42,"[5.777777777777777, 4.388888888888888, 30.999999999999996]",29.11999999999999,"[16.8, 6.8, 56.8]","[0.7605820105820105, 0.8660130718954248, 0.8059467918622849]","['29.9107%', '60.5884%', '45.8521%']"
840522,"['新疆无籽黑提-约450-500g/份', '那么大西梅-约228g/罐']",29.4,"[5.777777777777777, 7.888888888888886]",10.899999999999997,"[16.8, 22.8]","[0.7605820105820105, 0.8723196881091616]","['36.1111%', '35.8586%']"
840524,"['新疆无籽黑提-约450-500g/份', '那么大西梅-约228g/罐', '【鲜果切】新疆蜜瓜果切约200g/份']",36.419999999999995,"[5.777777777777777, 7.888888888888886, 5.8]",15.919999999999996,"[16.8, 22.8, 7.8]","[0.7605820105820105, 0.8723196881091616, 0.3561253561253561]","['36.1111%', '35.8586%', '82.8571%']"
840528,"['新疆无籽黑提-约450-500g/份', '那么大西梅-约228g/罐', '红心猕猴桃-2只约180g']",39.21,"[5.777777777777777, 7.888888888888886, 8.7]",18.509999999999994,"[16.8, 22.8, 10.9]","[0.7605820105820105, 0.8723196881091616, 0.6320081549439348]","['36.1111%', '35.8586%', '87.0000%']"
840531,"['新疆无籽黑提-约450-500g/份', '那么大西梅-约228g/罐', '冰糖冬枣-约250g']",39.120000000000005,"[5.777777777777777, 7.888888888888886, 2.8000000000000007]",12.619999999999996,"[16.8, 22.8, 10.8]","[0.7605820105820105, 0.8723196881091616, 0.7201646090534979]","['36.1111%', '35.8586%', '28.0000%']"
840554,"['新疆无籽黑提-约450-500g/份', '那么大西梅-约228g/罐', '那么大西梅-约228g/罐']",45.42,"[5.777777777777777, 7.888888888888886, 10.8]",14.419999999999995,"[16.8, 22.8, 22.8]","[0.7605820105820105, 0.8723196881091616, 0.8723196881091616]","['23.5899%', '23.4250%', '32.0691%']"
840558,"['新疆无籽黑提-约450-500g/份', '那么大西梅-约228g/罐', '【新鲜直达】A级进口车厘子-约250g']",69.72,"[5.777777777777777, 7.888888888888886, -5.200000000000003]",-4.280000000000006,"[16.8, 22.8, 49.8]","[0.7605820105820105, 0.8723196881091616, 0.959393128067827]","['78.2970%', '77.7495%', '-23.0097%']"
840661,"['新疆无籽黑提-约450-500g/份', '越南酸奶百香果味-400g/4小杯', '【鲜果切】西瓜鲜果切-约2斤']",42.71,"[5.777777777777777, 6.4477777777777785, 16.799999999999997]",24.779999999999998,"[16.8, 16.8, 19.9]","[0.7605820105820105, 0.8796296296296297, 0.843104410943607]","['36.1111%', '40.2986%', '88.4211%']"
840667,"['新疆无籽黑提-约450-500g/份', '越南酸奶百香果味-400g/4小杯', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",71.42,"[5.777777777777777, 6.4477777777777785, 30.999999999999996]",30.29,"[16.8, 16.8, 56.8]","[0.7605820105820105, 0.8796296296296297, 0.8059467918622849]","['30.1502%', '33.6465%', '46.2193%']"
840751,"['新疆无籽黑提-约450-500g/份', '佳沛阳光金果36#-4只', '【鲜果切】玉麒麟西瓜果切-约350g/份']",47.12,"[5.777777777777777, 25.37777777777778, 6.700000000000001]",33.120000000000005,"[16.8, 33.8, 9.8]","[0.7605820105820105, 0.8809993425378042, 0.8956916099773243]","['36.1111%', '76.9024%', '74.4444%']"
840762,"['新疆无籽黑提-约450-500g/份', '佳沛阳光金果36#-4只', '【鲜果切】红心火龙果-约350g/份']",48.02,"[5.777777777777777, 25.37777777777778, 9.8]",30.620000000000008,"[16.8, 33.8, 15.8]","[0.7605820105820105, 0.8809993425378042, 0.8087201125175808]","['30.2145%', '64.3448%', '54.6649%']"
840775,"['新疆无籽黑提-约450-500g/份', '佳沛阳光金果36#-4只', '佳沛阳光金果36#-4只']",64.22,"[5.777777777777777, 25.37777777777778, 29.4]",48.42,"[16.8, 33.8, 33.8]","[0.7605820105820105, 0.8809993425378042, 0.8809993425378042]","['32.3822%', '68.9612%', '79.8911%']"
840776,"['新疆无籽黑提-约450-500g/份', '佳沛阳光金果36#-4只', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",84.92,"[5.777777777777777, 25.37777777777778, 30.999999999999996]",47.72,"[16.8, 33.8, 56.8]","[0.7605820105820105, 0.8809993425378042, 0.8059467918622849]","['32.3275%', '68.8447%', '49.5569%']"
841170,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",32.9,"[5.777777777777777, 11.777777777777775]",14.399999999999995,"[16.8, 26.8]","[0.7605820105820105, 0.8872305140961856]","['36.1111%', '45.2991%']"
841171,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '砀山酥梨-1只约300g']",36.31999999999999,"[5.777777777777777, 11.777777777777775, 2.5]",16.519999999999996,"[16.8, 26.8, 3.8]","[0.7605820105820105, 0.8872305140961856, 0.0029239766081871348]","['36.1111%', '45.2991%', '83.3333%']"
841172,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '【鲜果切】新疆蜜瓜果切约200g/份']",39.919999999999995,"[5.777777777777777, 11.777777777777775, 5.8]",19.419999999999998,"[16.8, 26.8, 7.8]","[0.7605820105820105, 0.8872305140961856, 0.3561253561253561]","['36.1111%', '45.2991%', '82.8571%']"
841174,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '砀山酥梨-2只约550-600g']",39.019999999999996,"[5.777777777777777, 11.777777777777775, 5.3]",19.019999999999996,"[16.8, 26.8, 6.8]","[0.7605820105820105, 0.8872305140961856, 0.8660130718954248]","['36.1111%', '45.2991%', '88.3333%']"
841177,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '【进口】菲律宾香蕉-约500~550g/份']",40.82,"[5.777777777777777, 11.777777777777775, 5.000000000000001]",18.519999999999996,"[16.8, 26.8, 8.8]","[0.7605820105820105, 0.8872305140961856, 0.8838383838383838]","['36.1111%', '45.2991%', '62.5000%']"
841199,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '【鲜果切】西瓜鲜果切-约2斤']",46.309999999999995,"[5.777777777777777, 11.777777777777775, 16.799999999999997]",24.209999999999994,"[16.8, 26.8, 19.9]","[0.7605820105820105, 0.8872305140961856, 0.843104410943607]","['28.6532%', '35.9437%', '70.1598%']"
841205,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",79.52,"[5.777777777777777, 11.777777777777775, 30.999999999999996]",34.71999999999999,"[16.8, 26.8, 56.8]","[0.7605820105820105, 0.8872305140961856, 0.8059467918622849]","['30.9108%', '38.7757%', '47.3852%']"
841605,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】软籽石榴-1只350-450g']",28.399999999999995,"[5.777777777777777, 6.777777777777775]",9.899999999999997,"[16.8, 20.8]","[0.7605820105820105, 0.9027777777777776]","['36.1111%', '33.8889%']"
841606,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】软籽石榴-1只350-450g', '砀山酥梨-1只约300g']",31.819999999999993,"[5.777777777777777, 6.777777777777775, 2.5]",12.019999999999998,"[16.8, 20.8, 3.8]","[0.7605820105820105, 0.9027777777777776, 0.0029239766081871348]","['36.1111%', '33.8889%', '83.3333%']"
841609,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】软籽石榴-1只350-450g', '砀山酥梨-2只约550-600g']",34.519999999999996,"[5.777777777777777, 6.777777777777775, 5.3]",14.519999999999996,"[16.8, 20.8, 6.8]","[0.7605820105820105, 0.9027777777777776, 0.8660130718954248]","['36.1111%', '33.8889%', '88.3333%']"
841634,"['新疆无籽黑提-约450-500g/份', '【不吐籽大口吃】软籽石榴-1只350-450g', '【鲜果切】西瓜鲜果切-约2斤']",46.309999999999995,"[5.777777777777777, 6.777777777777775, 16.799999999999997]",24.709999999999994,"[16.8, 20.8, 19.9]","[0.7605820105820105, 0.9027777777777776, 0.843104410943607]","['36.1111%', '33.8889%', '88.4211%']"
842466,"['新疆无籽黑提-约450-500g/份', '【新鲜直达】A级进口车厘子-约250g']",50.0,"[5.777777777777777, -7.222222222222221]",-12.0,"[16.8, 49.8]","[0.7605820105820105, 0.959393128067827]","['51.1574%', '-20.8806%']"
852984,"['锦绣黄桃子-2只500-600g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8', '【鲜果切】鲜橙果切-约350g/份']",62.52,"[5.888888888888889, 19.977777777777778, 12.700000000000001]",26.620000000000005,"[12.8, 56.8, 18.8]","[0.7725694444444444, 0.8059467918622849, 0.8392434988179668]","['39.8566%', '28.9739%', '57.3032%']"
852990,"['锦绣黄桃子-2只500-600g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8', '佳沛阳光金果36#-4只']",76.02000000000001,"[5.888888888888889, 19.977777777777778, 29.4]",41.82,"[12.8, 56.8, 33.8]","[0.7725694444444444, 0.8059467918622849, 0.8809993425378042]","['43.2068%', '31.4093%', '78.4392%']"
854805,"['锦绣黄桃子-2只500-600g', '【鲜果切】西瓜鲜果切-约2斤', '那么大西梅-约228g/罐']",44.52,"[5.888888888888889, 13.677777777777779, 10.8]",25.920000000000005,"[12.8, 19.9, 22.8]","[0.7725694444444444, 0.843104410943607, 0.8723196881091616]","['49.0741%', '71.9883%', '49.0909%']"
854806,"['锦绣黄桃子-2只500-600g', '【鲜果切】西瓜鲜果切-约2斤', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",48.120000000000005,"[5.888888888888889, 13.677777777777779, 14.8]",29.52000000000001,"[12.8, 19.9, 26.8]","[0.7725694444444444, 0.843104410943607, 0.8872305140961856]","['49.0741%', '71.9883%', '56.9231%']"
854808,"['锦绣黄桃子-2只500-600g', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",70.62,"[5.888888888888889, 13.677777777777779, 30.999999999999996]",37.72,"[12.8, 19.9, 56.8]","[0.7725694444444444, 0.843104410943607, 0.8059467918622849]","['42.5690%', '62.4458%', '48.0192%']"
858409,"['锦绣黄桃子-2只500-600g', '那么大西梅-约228g/罐', '【鲜果切】西瓜鲜果切-约2斤']",44.71,"[5.888888888888889, 7.888888888888886, 16.799999999999997]",26.109999999999996,"[12.8, 22.8, 19.9]","[0.7725694444444444, 0.8723196881091616, 0.843104410943607]","['49.0741%', '35.8586%', '88.4211%']"
858416,"['锦绣黄桃子-2只500-600g', '那么大西梅-约228g/罐', '【新鲜直达】A级进口车厘子-约250g']",67.11999999999999,"[5.888888888888889, 7.888888888888886, -5.200000000000003]",-3.8800000000000034,"[12.8, 22.8, 49.8]","[0.7725694444444444, 0.8723196881091616, 0.959393128067827]","['112.3139%', '82.0681%', '-24.2878%']"
858519,"['锦绣黄桃子-2只500-600g', '越南酸奶百香果味-400g/4小杯', '【鲜果切】西瓜鲜果切-约2斤']",40.11,"[5.888888888888889, 6.4477777777777785, 16.799999999999997]",25.18,"[12.8, 16.8, 19.9]","[0.7725694444444444, 0.8796296296296297, 0.843104410943607]","['49.0741%', '40.2986%', '88.4211%']"
858524,"['锦绣黄桃子-2只500-600g', '越南酸奶百香果味-400g/4小杯', '佳沛阳光金果36#-4只']",48.120000000000005,"[5.888888888888889, 6.4477777777777785, 29.4]",31.39,"[12.8, 16.8, 33.8]","[0.7725694444444444, 0.8796296296296297, 0.8809993425378042]","['41.2572%', '33.8796%', '74.8999%']"
858601,"['锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只', '【鲜果切】新疆蜜瓜果切约200g/份']",42.720000000000006,"[5.888888888888889, 25.37777777777778, 5.8]",32.82000000000001,"[12.8, 33.8, 7.8]","[0.7725694444444444, 0.8809993425378042, 0.3561253561253561]","['49.0741%', '76.9024%', '82.8571%']"
858603,"['锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只', '砀山酥梨-2只约550-600g']",41.82,"[5.888888888888889, 25.37777777777778, 5.3]",32.42,"[12.8, 33.8, 6.8]","[0.7725694444444444, 0.8809993425378042, 0.8660130718954248]","['49.0741%', '76.9024%', '88.3333%']"
858607,"['锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只', '阳光丑蜜梨-2只约600-650g']",45.42,"[5.888888888888889, 25.37777777777778, 7.800000000000001]",34.52,"[12.8, 33.8, 10.8]","[0.7725694444444444, 0.8809993425378042, 0.7201646090534979]","['49.0741%', '76.9024%', '78.0000%']"
858615,"['锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只', '锦绣黄桃子-2只500-600g']",47.220000000000006,"[5.888888888888889, 25.37777777777778, 8.8]",35.32000000000001,"[12.8, 33.8, 12.8]","[0.7725694444444444, 0.8809993425378042, 0.7725694444444444]","['49.0741%', '76.9024%', '73.3333%']"
858622,"['锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只', '越南酸奶百香果味-400g/4小杯']",46.32,"[5.888888888888889, 25.37777777777778, 8.47]",29.590000000000007,"[12.8, 33.8, 16.8]","[0.7725694444444444, 0.8809993425378042, 0.8796296296296297]","['40.7817%', '63.9077%', '43.9923%']"
858631,"['锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只', '那么大西梅-约228g/罐']",51.720000000000006,"[5.888888888888889, 25.37777777777778, 10.8]",31.320000000000004,"[12.8, 33.8, 22.8]","[0.7725694444444444, 0.8809993425378042, 0.8723196881091616]","['41.2398%', '64.6255%', '41.2539%']"
858633,"['锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只', '佳沛阳光金果36#-4只']",61.620000000000005,"[5.888888888888889, 25.37777777777778, 29.4]",48.82000000000001,"[12.8, 33.8, 33.8]","[0.7725694444444444, 0.8809993425378042, 0.8809993425378042]","['44.0481%', '69.0262%', '79.9665%']"
858634,"['锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",82.32000000000001,"[5.888888888888889, 25.37777777777778, 30.999999999999996]",48.120000000000005,"[12.8, 33.8, 56.8]","[0.7725694444444444, 0.8809993425378042, 0.8059467918622849]","['43.9749%', '68.9117%', '49.6052%']"
859715,"['锦绣黄桃子-2只500-600g', '新疆蜜瓜-半只3-3.5斤', '佳沛阳光金果36#-4只']",49.92,"[5.888888888888889, 14.57777777777778, 29.4]",39.32,"[12.8, 18.8, 33.8]","[0.7725694444444444, 0.892434988179669, 0.8809993425378042]","['42.8337%', '70.6891%', '77.7620%']"
862283,"['锦绣黄桃子-2只500-600g', '【新鲜直达】A级进口车厘子-约250g']",47.400000000000006,"[5.888888888888889, -7.222222222222221]",-11.599999999999998,"[12.8, 49.8]","[0.7725694444444444, 0.959393128067827]","['70.2267%', '-21.0923%']"
862293,"['锦绣黄桃子-2只500-600g', '【新鲜直达】A级进口车厘子-约250g', '【鲜果切】玉麒麟西瓜果切-约350g/份']",56.220000000000006,"[5.888888888888889, -7.222222222222221, 6.700000000000001]",-5.879999999999996,"[12.8, 49.8, 9.8]","[0.7725694444444444, 0.959393128067827, 0.8956916099773243]","['90.8037%', '-27.2726%', '137.7475%']"
882071,"['【进口】越南红火龙果-1只500-550g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8', '佳沛阳光金果36#-4只']",77.72,"[5.477777777777777, 19.977777777777778, 29.4]",41.22,"[14.8, 56.8, 33.8]","[0.7957957957957957, 0.8059467918622849, 0.8809993425378042]","['34.3809%', '31.3473%', '78.2842%']"
883137,"['【进口】越南红火龙果-1只500-550g', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",72.32000000000001,"[5.477777777777777, 13.677777777777779, 30.999999999999996]",37.12,"[14.8, 19.9, 56.8]","[0.7957957957957957, 0.843104410943607, 0.8059467918622849]","['33.8566%', '62.2916%', '47.9006%']"
883221,"['【进口】越南红火龙果-1只500-550g', '砀山酥梨-2只约550-600g', '砀山酥梨-1只约300g', '菲诺纯椰汁-约180ml/袋']",26.34,"[5.477777777777777, 4.388888888888888, 2.5, 5.699999999999999]",15.639999999999997,"[14.8, 6.8, 3.8, 7.8]","[0.7957957957957957, 0.8660130718954248, 0.0029239766081871348, 0.6125356125356125]","['39.1270%', '73.1481%', '83.3333%', '81.4286%']"
884085,"['【进口】越南红火龙果-1只500-550g', '【进口】伽俐果-300-400g/份', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g']",29.93,"[5.477777777777777, 1.477777777777777, 2.5, 8.7]",15.329999999999997,"[14.8, 7.8, 3.8, 10.9]","[0.7957957957957957, 0.8689458689458689, 0.0029239766081871348, 0.6320081549439348]","['39.1270%', '21.1111%', '83.3333%', '87.0000%']"
884831,"['【进口】越南红火龙果-1只500-550g', '那么大西梅-约228g/罐', '砀山酥梨-1只约300g']",31.919999999999995,"[5.477777777777777, 7.888888888888886, 2.5]",12.819999999999999,"[14.8, 22.8, 3.8]","[0.7957957957957957, 0.8723196881091616, 0.0029239766081871348]","['39.1270%', '35.8586%', '83.3333%']"
884833,"['【进口】越南红火龙果-1只500-550g', '那么大西梅-约228g/罐', '菲诺纯椰汁-约180ml/袋']",35.519999999999996,"[5.477777777777777, 7.888888888888886, 5.699999999999999]",15.619999999999997,"[14.8, 22.8, 7.8]","[0.7957957957957957, 0.8723196881091616, 0.6125356125356125]","['39.1270%', '35.8586%', '81.4286%']"
884859,"['【进口】越南红火龙果-1只500-550g', '那么大西梅-约228g/罐', '【鲜果切】西瓜鲜果切-约2斤']",46.41,"[5.477777777777777, 7.888888888888886, 16.799999999999997]",25.509999999999994,"[14.8, 22.8, 19.9]","[0.7957957957957957, 0.8723196881091616, 0.843104410943607]","['39.1270%', '35.8586%', '88.4211%']"
884866,"['【进口】越南红火龙果-1只500-550g', '那么大西梅-约228g/罐', '【新鲜直达】A级进口车厘子-约250g']",68.82000000000001,"[5.477777777777777, 7.888888888888886, -5.200000000000003]",-4.480000000000004,"[14.8, 22.8, 49.8]","[0.7957957957957957, 0.8723196881091616, 0.959393128067827]","['82.7955%', '75.8793%', '-22.4563%']"
884946,"['【进口】越南红火龙果-1只500-550g', '越南酸奶百香果味-400g/4小杯', '红心猕猴桃-2只约180g']",33.71,"[5.477777777777777, 6.4477777777777785, 8.7]",17.38,"[14.8, 16.8, 10.9]","[0.7957957957957957, 0.8796296296296297, 0.6320081549439348]","['39.1270%', '40.2986%', '87.0000%']"
884963,"['【进口】越南红火龙果-1只500-550g', '越南酸奶百香果味-400g/4小杯', '越南酸奶百香果味-400g/4小杯']",39.02,"[5.477777777777777, 6.4477777777777785, 8.47]",16.56,"[14.8, 16.8, 16.8]","[0.7957957957957957, 0.8796296296296297, 0.8796296296296297]","['39.1270%', '40.2986%', '52.9375%']"
884975,"['【进口】越南红火龙果-1只500-550g', '越南酸奶百香果味-400g/4小杯', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",70.52,"[5.477777777777777, 6.4477777777777785, 30.999999999999996]",30.089999999999993,"[14.8, 16.8, 56.8]","[0.7957957957957957, 0.8796296296296297, 0.8059467918622849]","['32.6253%', '33.6023%', '46.1585%']"
885084,"['【进口】越南红火龙果-1只500-550g', '佳沛阳光金果36#-4只', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",84.02,"[5.477777777777777, 25.37777777777778, 30.999999999999996]",47.52,"[14.8, 33.8, 56.8]","[0.7957957957957957, 0.8809993425378042, 0.8059467918622849]","['35.0101%', '68.8108%', '49.5325%']"
