,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate,profit_rate
64860,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '冰糖冬枣-约250g', '【甜】喀什西梅-约250-300g']",38.96,"[4.688888888888889, 2.5, 2.8000000000000007, 6.800000000000001]",12.960000000000003,"[10.9, 3.8, 10.8, 21.8]","[0.6320081549439348, 0.0029239766081871348, 0.7201646090534979, 0.7237512742099897]","['46.8889%', '83.3333%', '28.0000%', '32.3810%']"
64885,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '佳沛阳光金果36#-4只']",48.86000000000001,"[4.688888888888889, 2.5, 6.700000000000001, 29.4]",38.36,"[10.9, 3.8, 9.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.8956916099773243, 0.8809993425378042]","['46.8889%', '83.3333%', '74.4444%', '89.0909%']"
64886,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",65.06,"[4.688888888888889, 2.5, 6.700000000000001, 30.999999999999996]",32.66,"[10.9, 3.8, 9.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.8956916099773243, 0.8059467918622849]","['39.7106%', '70.5756%', '63.0476%', '46.8824%']"
64887,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【新鲜直达】A级进口车厘子-约250g']",58.760000000000005,"[4.688888888888889, 2.5, 6.700000000000001, -5.200000000000003]",-2.8400000000000016,"[10.9, 3.8, 9.8, 49.8]","[0.6320081549439348, 0.0029239766081871348, 0.8956916099773243, 0.959393128067827]","['129.4397%', '230.0469%', '205.5086%', '-29.2958%']"
64999,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '锦绣黄桃子-2只500-600g', '【鲜果切】西瓜鲜果切-约2斤']",39.05,"[4.688888888888889, 2.5, 8.8, 16.799999999999997]",28.950000000000003,"[10.9, 3.8, 12.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.7725694444444444, 0.843104410943607]","['46.8889%', '83.3333%', '73.3333%', '88.4211%']"
65003,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '锦绣黄桃子-2只500-600g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",45.260000000000005,"[4.688888888888889, 2.5, 8.8, 14.8]",26.260000000000005,"[10.9, 3.8, 12.8, 26.8]","[0.6320081549439348, 0.0029239766081871348, 0.7725694444444444, 0.8872305140961856]","['46.8889%', '83.3333%', '73.3333%', '56.9231%']"
65004,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '锦绣黄桃子-2只500-600g', '佳沛阳光金果36#-4只']",47.06,"[4.688888888888889, 2.5, 8.8, 29.4]",35.16,"[10.9, 3.8, 12.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.7725694444444444, 0.8809993425378042]","['40.2210%', '71.4827%', '62.9048%', '76.4216%']"
65005,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '锦绣黄桃子-2只500-600g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",67.76,"[4.688888888888889, 2.5, 8.8, 30.999999999999996]",34.46,"[10.9, 3.8, 12.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.7725694444444444, 0.8059467918622849]","['40.0855%', '71.2420%', '62.6930%', '47.3251%']"
65006,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '锦绣黄桃子-2只500-600g', '【新鲜直达】A级进口车厘子-约250g']",61.46,"[4.688888888888889, 2.5, 8.8, -5.200000000000003]",-1.04,"[10.9, 3.8, 12.8, 49.8]","[0.6320081549439348, 0.0029239766081871348, 0.7725694444444444, 0.959393128067827]","['272.3162%', '483.9744%', '425.8974%', '-61.6327%']"
65105,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】越南红火龙果-1只500-550g', '【鲜果切】西瓜鲜果切-约2斤']",40.85,"[4.688888888888889, 2.5, 8.5, 16.799999999999997]",28.45,"[10.9, 3.8, 14.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.7957957957957957, 0.843104410943607]","['46.8889%', '83.3333%', '60.7143%', '88.4211%']"
65110,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】越南红火龙果-1只500-550g', '佳沛阳光金果36#-4只']",48.86000000000001,"[4.688888888888889, 2.5, 8.5, 29.4]",34.660000000000004,"[10.9, 3.8, 14.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.7957957957957957, 0.8809993425378042]","['40.1248%', '71.3118%', '51.9557%', '76.2388%']"
65111,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】越南红火龙果-1只500-550g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",69.56,"[4.688888888888889, 2.5, 8.5, 30.999999999999996]",33.959999999999994,"[10.9, 3.8, 14.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.7957957957957957, 0.8059467918622849]","['39.9853%', '71.0640%', '51.7752%', '47.2068%']"
65136,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】西瓜鲜果切-约2斤']",41.75,"[4.688888888888889, 2.5, 9.8, 16.799999999999997]",29.650000000000006,"[10.9, 3.8, 15.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.8087201125175808, 0.843104410943607]","['46.8889%', '83.3333%', '65.3333%', '88.4211%']"
65141,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】红心火龙果-约350g/份', '佳沛阳光金果36#-4只']",49.760000000000005,"[4.688888888888889, 2.5, 9.8, 29.4]",35.86,"[10.9, 3.8, 15.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.8087201125175808, 0.8809993425378042]","['40.3511%', '71.7141%', '56.2238%', '76.6689%']"
65142,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】红心火龙果-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",70.46000000000001,"[4.688888888888889, 2.5, 9.8, 30.999999999999996]",35.16,"[10.9, 3.8, 15.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.8087201125175808, 0.8059467918622849]","['40.2210%', '71.4827%', '56.0425%', '47.4850%']"
65181,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '越南酸奶百香果味-400g/4小杯', '红心猕猴桃-2只约180g']",34.550000000000004,"[4.688888888888889, 2.5, 8.47, 8.7]",21.02,"[10.9, 3.8, 16.8, 10.9]","[0.6320081549439348, 0.0029239766081871348, 0.8796296296296297, 0.6320081549439348]","['46.8889%', '83.3333%', '52.9375%', '87.0000%']"
65204,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '越南酸奶百香果味-400g/4小杯', '【鲜果切】西瓜鲜果切-约2斤']",42.65,"[4.688888888888889, 2.5, 8.47, 16.799999999999997]",28.22,"[10.9, 3.8, 16.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.8796296296296297, 0.843104410943607]","['46.8889%', '83.3333%', '52.9375%', '88.4211%']"
65209,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '越南酸奶百香果味-400g/4小杯', '佳沛阳光金果36#-4只']",50.660000000000004,"[4.688888888888889, 2.5, 8.47, 29.4]",34.43,"[10.9, 3.8, 16.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.8796296296296297, 0.8809993425378042]","['40.0796%', '71.2315%', '45.2498%', '76.1529%']"
65210,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '越南酸奶百香果味-400g/4小杯', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",71.36,"[4.688888888888889, 2.5, 8.47, 30.999999999999996]",33.73,"[10.9, 3.8, 16.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.8796296296296297, 0.8059467918622849]","['39.9383%', '70.9803%', '45.0903%', '47.1512%']"
65305,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【甜】喀什西梅-约250-300g']",29.240000000000006,"[4.688888888888889, 2.5, 6.800000000000001]",11.240000000000002,"[10.9, 3.8, 21.8]","[0.6320081549439348, 0.0029239766081871348, 0.7237512742099897]","['46.8889%', '83.3333%', '32.3810%']"
65306,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】鲜橙果切-约350g/份']",26.540000000000003,"[4.688888888888889, 2.5, 12.700000000000001]",17.44,"[10.9, 3.8, 18.8]","[0.6320081549439348, 0.0029239766081871348, 0.8392434988179668]","['46.8889%', '83.3333%', '70.5556%']"
65307,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】西瓜鲜果切-约2斤']",27.53,"[4.688888888888889, 2.5, 16.799999999999997]",21.43,"[10.9, 3.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.843104410943607]","['46.8889%', '83.3333%', '88.4211%']"
65309,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【不吐籽大口吃】软籽石榴-1只350-450g']",28.340000000000003,"[4.688888888888889, 2.5, 8.8]",13.340000000000002,"[10.9, 3.8, 20.8]","[0.6320081549439348, 0.0029239766081871348, 0.9027777777777776]","['46.8889%', '83.3333%', '44.0000%']"
65310,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '那么大西梅-约228g/罐']",30.140000000000004,"[4.688888888888889, 2.5, 10.8]",15.140000000000002,"[10.9, 3.8, 22.8]","[0.6320081549439348, 0.0029239766081871348, 0.8723196881091616]","['46.8889%', '83.3333%', '49.0909%']"
65313,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",56.239999999999995,"[4.688888888888889, 2.5, 30.999999999999996]",26.939999999999998,"[10.9, 3.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.8059467918622849]","['38.1864%', '67.8669%', '45.0830%']"
65314,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【新鲜直达】A级进口车厘子-约250g']",49.94,"[4.688888888888889, 2.5, -5.200000000000003]",-8.560000000000002,"[10.9, 3.8, 49.8]","[0.6320081549439348, 0.0029239766081871348, 0.959393128067827]","['74.2773%', '132.0093%', '-16.8110%']"
65340,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤']",38.15,"[4.688888888888889, 5.8, 5.8, 16.799999999999997]",29.35,"[10.9, 7.8, 7.8, 19.9]","[0.6320081549439348, 0.3561253561253561, 0.3561253561253561, 0.843104410943607]","['46.8889%', '82.8571%', '82.8571%', '88.4211%']"
65344,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】新疆蜜瓜果切约200g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",44.36000000000001,"[4.688888888888889, 5.8, 5.8, 14.8]",26.66,"[10.9, 7.8, 7.8, 26.8]","[0.6320081549439348, 0.3561253561253561, 0.3561253561253561, 0.8872305140961856]","['46.8889%', '82.8571%', '82.8571%', '56.9231%']"
65345,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】新疆蜜瓜果切约200g/份', '佳沛阳光金果36#-4只']",46.160000000000004,"[4.688888888888889, 5.8, 5.8, 29.4]",35.559999999999995,"[10.9, 7.8, 7.8, 33.8]","[0.6320081549439348, 0.3561253561253561, 0.3561253561253561, 0.8809993425378042]","['40.2960%', '71.2068%', '71.2068%', '76.5641%']"
65346,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】新疆蜜瓜果切约200g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",66.86,"[4.688888888888889, 5.8, 5.8, 30.999999999999996]",34.86,"[10.9, 7.8, 7.8, 56.8]","[0.6320081549439348, 0.3561253561253561, 0.3561253561253561, 0.8059467918622849]","['40.1636%', '70.9729%', '70.9729%', '47.4172%']"
65347,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】新疆蜜瓜果切约200g/份', '【新鲜直达】A级进口车厘子-约250g']",60.56,"[4.688888888888889, 5.8, 5.8, -5.200000000000003]",-0.6400000000000023,"[10.9, 7.8, 7.8, 49.8]","[0.6320081549439348, 0.3561253561253561, 0.3561253561253561, 0.959393128067827]","['413.2083%', '730.1786%', '730.1786%', '-93.5204%']"
65408,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '红心猕猴桃-2只约180g']",32.839999999999996,"[4.688888888888889, 5.8, 8.7, 8.7]",24.740000000000002,"[10.9, 7.8, 10.9, 10.9]","[0.6320081549439348, 0.3561253561253561, 0.6320081549439348, 0.6320081549439348]","['46.8889%', '82.8571%', '87.0000%', '87.0000%']"
65411,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【鲜果切】玉麒麟西瓜果切-约350g/份']",31.849999999999998,"[4.688888888888889, 5.8, 8.7, 6.700000000000001]",22.850000000000005,"[10.9, 7.8, 10.9, 9.8]","[0.6320081549439348, 0.3561253561253561, 0.6320081549439348, 0.8956916099773243]","['46.8889%', '82.8571%', '87.0000%', '74.4444%']"
65430,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【鲜果切】西瓜鲜果切-约2斤']",40.94,"[4.688888888888889, 5.8, 8.7, 16.799999999999997]",31.939999999999998,"[10.9, 7.8, 10.9, 19.9]","[0.6320081549439348, 0.3561253561253561, 0.6320081549439348, 0.843104410943607]","['46.8889%', '82.8571%', '87.0000%', '88.4211%']"
65434,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",47.15,"[4.688888888888889, 5.8, 8.7, 14.8]",29.250000000000007,"[10.9, 7.8, 10.9, 26.8]","[0.6320081549439348, 0.3561253561253561, 0.6320081549439348, 0.8872305140961856]","['46.8889%', '82.8571%', '87.0000%', '56.9231%']"
65435,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '佳沛阳光金果36#-4只']",48.949999999999996,"[4.688888888888889, 5.8, 8.7, 29.4]",38.15,"[10.9, 7.8, 10.9, 33.8]","[0.6320081549439348, 0.3561253561253561, 0.6320081549439348, 0.8809993425378042]","['40.7436%', '71.9978%', '75.5976%', '77.4145%']"
65436,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",69.65,"[4.688888888888889, 5.8, 8.7, 30.999999999999996]",37.449999999999996,"[10.9, 7.8, 10.9, 56.8]","[0.6320081549439348, 0.3561253561253561, 0.6320081549439348, 0.8059467918622849]","['40.6287%', '71.7948%', '75.3845%', '47.9663%']"
65437,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【新鲜直达】A级进口车厘子-约250g']",63.35,"[4.688888888888889, 5.8, 8.7, -5.200000000000003]",1.9500000000000002,"[10.9, 7.8, 10.9, 49.8]","[0.6320081549439348, 0.3561253561253561, 0.6320081549439348, 0.959393128067827]","['-73.3390%', '-129.5971%', '-136.0769%', '16.5986%']"
65491,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '冰糖冬枣-约250g', '红心猕猴桃-2只约180g']",32.75000000000001,"[4.688888888888889, 5.8, 2.8000000000000007, 8.7]",18.849999999999998,"[10.9, 7.8, 10.8, 10.9]","[0.6320081549439348, 0.3561253561253561, 0.7201646090534979, 0.6320081549439348]","['46.8889%', '82.8571%', '28.0000%', '87.0000%']"
65521,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】玉麒麟西瓜果切-约350g/份', '红心猕猴桃-2只约180g']",31.850000000000005,"[4.688888888888889, 5.8, 6.700000000000001, 8.7]",22.85,"[10.9, 7.8, 9.8, 10.9]","[0.6320081549439348, 0.3561253561253561, 0.8956916099773243, 0.6320081549439348]","['46.8889%', '82.8571%', '74.4444%', '87.0000%']"
65547,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】玉麒麟西瓜果切-约350g/份', '佳沛阳光金果36#-4只']",47.96,"[4.688888888888889, 5.8, 6.700000000000001, 29.4]",36.26,"[10.9, 7.8, 9.8, 33.8]","[0.6320081549439348, 0.3561253561253561, 0.8956916099773243, 0.8809993425378042]","['40.4232%', '71.4317%', '64.1791%', '76.8059%']"
65548,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",68.66000000000001,"[4.688888888888889, 5.8, 6.700000000000001, 30.999999999999996]",35.559999999999995,"[10.9, 7.8, 9.8, 56.8]","[0.6320081549439348, 0.3561253561253561, 0.8956916099773243, 0.8059467918622849]","['40.2960%', '71.2068%', '63.9770%', '47.5735%']"
65809,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【默认开口】泰国椰青1只']",27.44,"[4.688888888888889, 5.8, 7.300000000000001]",15.240000000000002,"[10.9, 7.8, 15.8]","[0.6320081549439348, 0.3561253561253561, 0.9353023909985936]","['46.8889%', '82.8571%', '48.6667%']"
65814,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤']",31.13,"[4.688888888888889, 5.8, 16.799999999999997]",24.329999999999995,"[10.9, 7.8, 19.9]","[0.6320081549439348, 0.3561253561253561, 0.843104410943607]","['46.8889%', '82.8571%', '88.4211%']"
65819,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '佳沛阳光金果36#-4只']",43.64,"[4.688888888888889, 5.8, 29.4]",35.54,"[10.9, 7.8, 33.8]","[0.6320081549439348, 0.3561253561253561, 0.8809993425378042]","['46.8889%', '82.8571%', '89.0909%']"
65820,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",59.839999999999996,"[4.688888888888889, 5.8, 30.999999999999996]",29.84,"[10.9, 7.8, 56.8]","[0.6320081549439348, 0.3561253561253561, 0.8059467918622849]","['39.0322%', '68.9736%', '46.0815%']"
65821,"['红心猕猴桃-2只约180g', '【鲜果切】新疆蜜瓜果切约200g/份', '【新鲜直达】A级进口车厘子-约250g']",53.53999999999999,"[4.688888888888889, 5.8, -5.200000000000003]",-5.660000000000001,"[10.9, 7.8, 49.8]","[0.6320081549439348, 0.3561253561253561, 0.959393128067827]","['88.3102%', '156.0525%', '-19.9870%']"
66319,"['红心猕猴桃-2只约180g', '菲诺纯椰汁-约180ml/袋', '【甜】喀什西梅-约250-300g']",32.84,"[4.688888888888889, 5.699999999999999, 6.800000000000001]",14.040000000000001,"[10.9, 7.8, 21.8]","[0.6320081549439348, 0.6125356125356125, 0.7237512742099897]","['46.8889%', '81.4286%', '32.3810%']"
66432,"['红心猕猴桃-2只约180g', '砀山酥梨-2只约550-600g', '红心猕猴桃-2只约180g', '【鲜果切】西瓜鲜果切-约2斤']",40.04,"[4.688888888888889, 5.3, 8.7, 16.799999999999997]",31.54,"[10.9, 6.8, 10.9, 19.9]","[0.6320081549439348, 0.8660130718954248, 0.6320081549439348, 0.843104410943607]","['46.8889%', '88.3333%', '87.0000%', '88.4211%']"
66436,"['红心猕猴桃-2只约180g', '砀山酥梨-2只约550-600g', '红心猕猴桃-2只约180g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",46.25,"[4.688888888888889, 5.3, 8.7, 14.8]",28.85000000000001,"[10.9, 6.8, 10.9, 26.8]","[0.6320081549439348, 0.8660130718954248, 0.6320081549439348, 0.8872305140961856]","['46.8889%', '88.3333%', '87.0000%', '56.9231%']"
66438,"['红心猕猴桃-2只约180g', '砀山酥梨-2只约550-600g', '红心猕猴桃-2只约180g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",68.75,"[4.688888888888889, 5.3, 8.7, 30.999999999999996]",37.05,"[10.9, 6.8, 10.9, 56.8]","[0.6320081549439348, 0.8660130718954248, 0.6320081549439348, 0.8059467918622849]","['40.5611%', '76.4125%', '75.2591%', '47.8865%']"
66439,"['红心猕猴桃-2只约180g', '砀山酥梨-2只约550-600g', '红心猕猴桃-2只约180g', '【新鲜直达】A级进口车厘子-约250g']",62.449999999999996,"[4.688888888888889, 5.3, 8.7, -5.200000000000003]",1.5499999999999998,"[10.9, 6.8, 10.9, 49.8]","[0.6320081549439348, 0.8660130718954248, 0.6320081549439348, 0.959393128067827]","['-104.3656%', '-196.6129%', '-193.6452%', '23.6208%']"
66783,"['红心猕猴桃-2只约180g', '砀山酥梨-2只约550-600g', '【进口】越南红火龙果-1只500-550g']",25.64,"[4.688888888888889, 5.3, 8.5]",16.14,"[10.9, 6.8, 14.8]","[0.6320081549439348, 0.8660130718954248, 0.7957957957957957]","['46.8889%', '88.3333%', '60.7143%']"
